01_Maipo,01_RMELA,-70.314,-33.323
01_Maipo,02_RMEEM,-70.088,-33.708
02_Rapel,01_RCEPTDC,-70.301,-34.329
02_Rapel,02_RCEHLN,-70.591,-34.529
02_Rapel,03_RTBLB,-70.489,-34.771
03_Mataquito,01_RTDJCC,-70.616,-35.086
03_Mataquito,02_RCEJCP,-70.65,-35.362
03_Mataquito,03_RPEJCC,-70.778,-35.427
04_Maule,01_RMEA,-70.769,-35.943
