,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2006-01-01,-5.57879650512292e-19,0.0,0.0,0.0,0.0,0.0,0.0038800918170738747,0.05829858587029326,0.22053703170582603,0.4779162211146945,0.677029785241466,0.8284682468510556,0.8746379254085815,0.906885724516787,0.9164124264250775,0.9085440347828031,0.8992091443339905,0.9363526730074393
2006-01-02,-5.57879650512292e-19,0.0,0.0,0.0,0.0027949053108095815,0.0010577182295880762,0.003851623544508528,0.06037766803056457,0.2781969952334679,0.5696982357111456,0.747134347341075,0.864605540941094,0.89522279571871,0.9046326968551635,0.9019161521111049,0.8612145358840665,0.8728142496534194,0.8907915813674812
2006-01-03,-6.019227808158941e-19,0.0,0.0,0.00031539986870841006,0.006297292736816789,0.014065010621967251,0.05497167980407715,0.17158555672544606,0.3438064702975509,0.5745620129086421,0.7207509036825448,0.8165385609633898,0.8618221318773069,0.8991323762699771,0.9332355029842784,0.9351807104266111,0.9387510055655984,0.981044764223561
2006-01-04,-6.7532799798856405e-19,0.0,0.0,0.0,0.0006951594185920357,0.0025893231594026358,0.013427200098776956,0.0730224496980855,0.2622540172960944,0.5165702849578506,0.6775491821857463,0.780727487136164,0.7967205854873797,0.8195487771514347,0.8063194192041424,0.7737510576562349,0.8039919631587884,0.8443881696349059
2006-01-05,-6.7532799798856405e-19,0.0,0.0,0.0,0.0002178873220889525,0.002454116419620102,0.015276227563210796,0.08175187876265322,0.24730668874320275,0.4895687729050618,0.6558018204197535,0.7525160129946051,0.7853109929155554,0.8231335925650884,0.8258934855023875,0.8193158298213381,0.832694651476129,0.8443881696349059
2006-01-06,-8.515005192029721e-19,0.0,0.0,0.0,0.0,-1.6501184900495446e-21,0.0008818275222872721,0.03160711635303744,0.19286104119304529,0.48173515615480467,0.6840819946779336,0.8162560846773277,0.8438152979972672,0.8469279982406194,0.8665931882006335,0.8253311138036163,0.8266056817164837,0.7652294763045254
2006-01-07,-7.0469008485763205e-19,0.0,0.0,0.0,0.0,8.918450913417036e-05,0.003398323236240521,0.038334233441274505,0.1712556422639093,0.3977427641025379,0.5805655257148098,0.7385162216082164,0.7990005686670257,0.82719803829889,0.8550220053463936,0.8336672055840998,0.8765061407640449,0.9223581922631392
2006-01-08,-7.0469008485763205e-19,0.0,0.0,0.0,0.0,0.0002918602768889704,0.009270810932176812,0.05870641685756337,0.21368618134666204,0.4723881054613979,0.6684059932122762,0.7833535774352972,0.8246702871329021,0.8512169931703283,0.8586607442289814,0.8127801513019249,0.8625201910583157,0.9120353507635421
2006-01-09,-2.49577738387078e-19,0.0,0.0,0.0,0.0,0.0,0.0016950479723995264,0.04335895274028276,0.19981769147702794,0.4715362204435852,0.6657039014323156,0.7815781177724167,0.8241711899279123,0.8511967997949785,0.8683474751083441,0.8224976219623799,0.8812727856765663,0.9120353507635421
2006-01-10,-8.661815626375061e-19,0.0,0.0,0.0,0.0,0.0001302069677135802,0.004310936602005983,0.06031595805167579,0.21032586109928791,0.4785109903383451,0.674733322754673,0.8238194771431934,0.8730768118140313,0.8950534405040483,0.916036663685718,0.9132524076248981,0.9156244895630723,0.9544476385453416
2006-01-11,-6.7532799798856405e-19,0.0,0.0,0.0,0.0,0.0001223968473282759,0.0004136317084096364,0.022872409130153492,0.16385310170065107,0.42327055220663296,0.6307897704927227,0.7870755310958099,0.8363720330628164,0.8566851944253978,0.8666620086890927,0.8333944454473111,0.8345444298909126,0.7893942507568046
2006-01-12,-3.22982955559748e-19,0.0,0.0,0.0,0.0005679904449478666,0.001913324906114505,0.010619167396020333,0.06122907499994927,0.20781204075473858,0.4532415513696724,0.662267655598545,0.7914384462464144,0.8323189185242769,0.8757893461855829,0.8964910769461045,0.8657536733784427,0.9021674215701109,0.9813323758343603
2006-01-13,-7.780953020303021e-19,0.0,0.0,0.0,0.0,0.0,0.00039236260476631124,0.017770581878024327,0.13739280452950364,0.40333379428020666,0.6243870220539752,0.7779422161234143,0.8302116117950076,0.8458974683737449,0.8500495184854272,0.801688628159263,0.777894338528728,0.7547846551903398
2006-01-14,-4.4043130303602e-19,0.0,0.0,0.0,0.0,0.0006113000195326336,0.0017794452246532014,0.039561725900420876,0.18049759396330728,0.4475315163172585,0.6761082463271787,0.8110620873901475,0.8585478557388959,0.8860068665739144,0.8875718006077102,0.8493760319276313,0.8796116790029731,0.9764755738212758
2006-01-15,-5.28517563643224e-19,0.0,0.0,0.0,0.0,0.0,0.0001493723781240123,0.016681140947241192,0.12216984489686891,0.37437666438616796,0.598112780574704,0.7632025671833758,0.8222671755189965,0.8488618744511667,0.8530668627456418,0.8226810586854709,0.7969705007875482,0.8018053752035442
2006-01-16,-2.64258781821612e-19,0.0,0.0,0.0,0.0,0.0,0.0006758828603121209,0.02843652699281831,0.15672408111630023,0.41986843506610105,0.6538467845655371,0.8098730703191119,0.8506458418701138,0.8731319303917519,0.8714974103248616,0.834651979428948,0.8604180151290685,0.9303739867905547
2006-01-17,-4.1106921616695203e-19,0.0,0.0,0.0,0.0,5.692756919771925e-06,0.0016535652728965626,0.02854770937260498,0.14233175753129682,0.3825828856313063,0.6042601368507279,0.7752015955055711,0.8352893084541209,0.8680217752535846,0.8832041660494415,0.8582678536372288,0.8713331613530217,0.8946001836675301
