,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2000-01-01,15.579386341722731,14.759948399149817,14.143552392655314,13.463981577663354,12.260059030990227,11.180622589893986,9.778325560933729,8.065604229040234,7.754609473976063,6.825746651266563,6.759581356686276,5.1151542719262695,4.478699407104848,4.173184997782232,3.7276043067626894,3.2358639479895666,1.8537593702039807,0.1501103104252763,-0.4750849797176002,-0.3440249488467278,1.480594889322899,1.480594889322899,1.480594889322899,1.480594889322899
2000-01-02,15.524419161639612,14.761680886460356,14.191697206743308,13.553004470324984,12.408781807882654,11.34074876051689,9.9808326713179,8.255920822132358,7.905826204317234,7.034270138641858,6.947550329785905,5.298470616398565,4.689464714233108,4.391557921245396,3.950634613075936,3.482921798714687,2.08037480560594,0.4196943234175213,-0.1779181064703934,-0.0480451311383163,1.6477905273436473,1.6477905273436473,1.6477905273436473,1.6477905273436473
2000-01-03,14.300643306040024,13.45186591241394,12.815446771478022,12.14358087527536,10.94018794277244,9.79262320885306,8.338856902319854,6.516112608243733,6.219753943549438,5.257646111446069,5.185855357207312,3.411299395039272,2.791826915324272,2.4678664462470152,2.060242511970145,1.5433750576442786,0.0597155571980678,-1.685700242597889,-2.3621234795986013,-2.223271070207938,-0.1878532409667717,-0.1878532409667717,-0.1878532409667717,-0.1878532409667717
2000-01-04,14.740900390560649,13.798169939592812,13.078546991293024,12.2376738268184,10.975024728607648,9.854865427261856,8.489462306153483,6.6570075320490645,6.264692457731901,5.392368338044688,5.303742682818144,3.6239617597545695,3.0214729051091544,2.6879779787727336,2.255208078339149,1.7552531042814037,0.3096822832321493,-1.4529116186902702,-2.106652470124016,-1.963668114798395,-0.0941089630127696,-0.0941089630127696,-0.0941089630127696,-0.0941089630127696
2000-01-05,14.93073545206457,14.07924741756314,13.424186170396148,12.683156569945028,11.51530590168911,10.491172937246484,9.211590569521602,7.57982986035353,7.188838737648356,6.403242308730353,6.321211054559856,4.802069509155068,4.263751729731602,4.060785947527191,3.7038955580486097,3.2948656801847327,1.8797539630279871,0.313086369273518,-0.2901199438632294,-0.1648586999803119,1.6353819529215652,1.6353819529215652,1.6353819529215652,1.6353819529215652
2000-01-06,15.029988160918064,14.127865125932772,13.434678960260728,12.629106169383652,11.403280222485565,10.363592726878728,9.071619724000527,7.434635350896104,7.00415660755057,6.2258990792204,6.117807347883105,4.672147170451237,4.13772862723548,3.980715873913939,3.6323745325736496,3.194321570958526,1.89576954099203,0.3490797427111474,-0.2654027596497694,-0.1378708067394427,1.7152146657308125,1.7152146657308125,1.7152146657308125,1.7152146657308125
2000-01-07,14.548298812415611,13.603376508588234,12.888381089405854,12.010925569779523,10.72213500619627,9.652017548389985,8.36116960505881,6.646336491125275,6.1265410597976855,5.373974826072602,5.261229131312478,3.766311849700808,3.227349146771024,3.0964062533536043,2.7808488238255222,2.3225067044003964,1.0142712998663914,-0.56088076301531,-1.1592834081405243,-1.0344026838029734,0.7392847696940615,0.7392847696940615,0.7392847696940615,0.7392847696940615
2000-01-08,14.095042664089396,13.146615451751272,12.42520535244577,11.532591570804524,10.2045872649254,9.104366134252444,7.767298787883604,6.005489378534482,5.466541292574395,4.692414347668103,4.559818017296863,3.007748184142185,2.422717949611067,2.2349454719067743,1.83815029332064,1.3162781148998544,-0.0175270120426418,-1.696050662086229,-2.3102206107898504,-2.178635297502853,-0.4074996948242268,-0.4074996948242268,-0.4074996948242268,-0.4074996948242268
2000-01-09,15.195891244300732,14.312422237444684,13.646259948867142,12.789714373268898,11.509692117345152,10.451743518144854,9.194768631936563,7.466891254254935,6.881494364008269,6.176288832482359,6.061447458087521,4.51429640591294,3.955198786477359,3.803244822016564,3.448833505367316,2.9086246795999813,1.5307624055549809,-0.1846937144631842,-0.8285937089186414,-0.6938691093806355,1.2047369639078955,1.2047369639078955,1.2047369639078955,1.2047369639078955
2000-01-10,16.10391987506848,15.245070023411316,14.596580547756488,13.744612932126527,12.48895129599765,11.494217183039815,10.357216946113814,8.660746503515648,7.941241721992483,7.362920234995599,7.2532191854406465,5.703776874836184,5.210719777317062,5.167419708866812,4.911621785376731,4.391790764814691,2.9436356726859407,1.307251698979525,0.678031442104313,0.7992889585949783,2.7536172231038094,2.7536172231038094,2.7536172231038094,2.7536172231038094
