,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023983220111256465,0.1628057195397785,0.09682801629693255,0.19570693850688844,0.32022637714068963,0.49070735641054647,0.46979185041813,0.5089992815845374,0.4089580121264758,0.40687392053937543
2022-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878127906051001,0.1149169163792529,0.18508933153757423,0.30852773779664383,0.4815513665667144,0.4962270873434125,0.5384249737885931,0.4540143537911213,0.5535777571113734
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02262197725790712,0.1785134962724517,0.1257233316381466,0.17937329556936235,0.30867799152039316,0.46684623255990665,0.42025257552334644,0.4116921034537263,0.45889425545809726,0.20185622582330437
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037366504350142796,0.22944771092295935,0.13129362631526484,0.17787017147167672,0.3012422458942132,0.4529943359654071,0.4904595189730717,0.5484940851178625,0.550337674782303,0.8104776743963389
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054624746113260896,0.22597194386885108,0.16055629968282611,0.2261003262954338,0.3545549139640706,0.5553966049170019,0.5846427921141175,0.6595834555023674,0.4287956266774661,0.4687586578656236
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005095245396653421,0.27063978703709907,0.1252747378050166,0.16689955026952075,0.264719785430497,0.4208303953084385,0.455492340017735,0.524690040830645,0.6478249859041912,0.857807993450837
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05938008424735338,0.26848665507831043,0.15756239773112812,0.19199438001731015,0.3353580402720522,0.5367874043738768,0.5857833757278116,0.5844212317877228,0.5329293177455502,0.5369951823946432
2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06012142484709299,0.058220844922202614,0.11651124370595736,0.16336197966704027,0.2673460779510123,0.4466881185685494,0.4211255809861646,0.4695180000388428,0.39537412987390697,0.44689818139693266
2022-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007953710612984576,0.0581613653561764,0.17948948863896894,0.132386856138116,0.159676800170789,0.29431556235066997,0.4739137903192367,0.5142613557993021,0.5604164364857148,0.4337279844335952,0.5542068226728963
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04698428785825085,0.1451078331901592,0.1430297032227007,0.19000915590026696,0.34653870598135733,0.5233137058875132,0.49331789170330453,0.5601344047837794,0.4897012165392885,0.3502114834720545
