date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2021-06-30,,276.2243595123291,276.23496606614856,276.04535307776194,275.56024609411133,274.84656461079913,274.64669915617424,273.00218999136797,272.36523521195596,272.661576497522,271.79687601950985,270.8778932031761,270.56191187872406,270.0431863273063,270.95400937398273,270.34790206677985,266.8190860748291,266.8190860748291,266.8190860748291
2021-07-01,,276.62433433532715,276.43219566345215,275.8252012320707,274.9846378701632,274.1259117126465,274.1633406120712,271.75267801969073,271.0605402685516,271.36502242180273,270.30847029902293,269.5058651669602,269.1063121574512,268.5307654559128,269.57212893168133,268.9094461961226,265.33681805928546,265.33681805928546,265.33681805928546
2021-07-02,,273.3965663909912,273.1617361335939,272.4911215019843,271.5696558683079,270.678468492296,270.7684859306156,268.1430861120544,267.3727943818961,267.7137061389682,266.55264544439973,265.7985930098701,265.3800762839939,264.79514332903113,265.8680477142334,265.19362634601015,261.6894537607829,261.6894537607829,261.6894537607829
2021-07-03,,271.73887888590497,271.82377259627634,271.7875221277132,271.5162860057393,271.1127346886529,270.9797654844419,269.5846385557363,269.0680715456531,269.34393750655755,268.83066757473017,267.7120211798984,267.5793666010317,267.21843458966515,267.79285430908203,267.31619748202235,264.2851842244466,264.2851842244466,264.2851842244466
2021-07-04,,273.64367993672687,273.6121869755252,273.3214822602503,272.7067918447414,271.91954697502985,271.79442326557586,269.77415059372896,269.0666194384371,269.4103431060623,268.367616600774,267.5159518819768,267.1494773920032,266.5620977665351,267.5868714650472,266.9449272733746,263.18493970235187,263.18493970235187,263.18493970235187
2021-07-05,,272.0374190012614,271.98978091438033,271.7489087805393,271.31449948851093,270.9359135097928,270.9891951496341,269.08837875553303,268.47049483304005,268.777205852372,268.1817142968112,267.1401742386791,266.9932843913203,266.6412904165625,267.22195370992023,266.7482825192538,263.9050947825114,263.9050947825114,263.9050947825114
2021-07-06,,274.42580540974933,274.2113650225211,273.6005650616001,272.778513236124,271.9800857967801,272.03980186008647,269.6089410357427,268.88479950178913,269.18497339464096,268.21356149255877,267.3080320281808,266.9453596585039,266.42283056615815,267.41178766886395,266.7659376895789,263.17922337849933,263.17922337849933,263.17922337849933
2021-07-07,,271.44536209106445,271.37060434461216,271.06437076951306,270.57911290931355,270.086462020874,270.1072827045024,268.4178974903463,267.9213357384525,268.1376753604774,267.40350617929795,266.815817104309,266.5293270055799,266.1101585016018,266.86936314900714,266.3929310422955,263.74256261189777,263.74256261189777,263.74256261189777
2021-07-08,,277.3437919616699,277.3245378761476,277.1617238930514,276.71570329370826,276.15567334493,276.02754779673216,274.29683425099495,273.5920380359858,273.90978028058356,273.05212866578114,272.20033795071635,271.89948043823244,271.397438886689,272.27077865600586,271.69941607388586,268.3259696960449,268.3259696960449,268.3259696960449
2021-07-09,,276.77138264973956,276.5974283264455,276.0783021797254,275.3349948459201,274.5973205566406,274.6270361091751,272.4028209994642,271.72272967438204,272.01797490395796,271.0063552405002,270.2572817807891,269.8701959140059,269.2977845726944,270.3277943929036,269.7033118045691,266.06923421223956,266.06923421223956,266.06923421223956
2021-07-10,,273.87277857462567,273.37628382070056,272.27378310663414,271.0359434464807,270.22886255052356,270.7234033450052,267.385418229272,266.4939014757451,266.97819890003893,265.9969859602889,264.97962715262537,264.8178101359934,264.3931524075144,265.06288782755536,264.5668481768984,261.4620526631673,261.4620526631673,261.4620526631673
2021-07-11,,275.80369567871094,275.4545450993782,274.68232855441886,273.7888833690428,273.2143783569336,273.52467417947815,270.86524483856556,270.1068787380238,270.5030315893084,269.7078904672957,268.7457171742722,268.5743439605271,268.14452541940585,268.80767313639325,268.3297225489761,265.19749450683594,265.19749450683594,265.19749450683594
2021-07-12,,275.0499210357666,274.80619674719475,274.1632512719114,273.32043084941927,272.657493379381,272.8312297916017,270.15266787280393,269.39800386381387,269.74099275257964,268.7266070988522,267.825324524992,267.47471227784087,266.9185148254643,267.9213860829671,267.2876474207098,263.5183455149333,263.5183455149333,263.5183455149333
2021-07-13,,273.3855381011963,272.9382830910061,271.9164088536235,270.7613616866926,269.96298705206976,270.3425855597025,267.10860014351573,266.2442489415259,266.6695282602442,265.63020023368523,264.5799171058856,264.29692036172617,263.75768929768384,264.67764218648273,264.0622589226925,260.2349847157796,260.2349847157796,260.2349847157796
2021-07-14,,273.2581507364909,272.86119577159053,271.92748082725745,270.8231243835338,270.0316215091282,270.3525696750499,267.11625092772323,266.2405750407508,266.63486658101573,265.47299833880845,264.53611616416487,264.14671787870105,263.5384708187445,264.63321177164715,263.9428246238015,259.9469528198242,259.9469528198242,259.9469528198242
2021-07-15,,272.9048538208008,272.4888016336782,271.54250567784976,270.4798350099657,269.7440772586399,270.07995870334315,267.0143450148857,266.1884150187174,266.5557356863311,265.62737138736884,264.5604438301078,264.2794897328252,263.7971505886171,264.68600209554035,264.0768471920129,260.4124221801758,260.4124221801758,260.4124221801758
2021-07-16,,274.12841987609863,273.8856379467508,273.2371825492883,272.34878480629845,271.617833243476,271.78747276580515,268.9716545420273,268.12781984889097,268.51148458748816,267.34803279523084,266.4563124810707,266.05326773049177,265.4260511165712,266.54060045878094,265.84697752287894,261.85433133443195,261.85433133443195,261.85433133443195
2021-07-17,,272.9628162384033,272.4619104413019,271.3600567382516,270.13189718458386,269.3353504604764,269.79751412535444,266.3312441767832,265.3779145748461,265.84754742814164,264.8401285920153,263.66532291661423,263.44129152712617,262.9652536748871,263.7927010854085,263.1972356276079,259.5175037384033,259.5175037384033,259.5175037384033
2021-07-18,,274.9427954355876,274.4574934088666,273.3767526311782,272.3072302389232,271.5988705952962,272.0015813239218,269.2889688805381,268.6626857302082,268.98256493455455,268.3554754351253,267.3323568997378,267.1873716216157,266.81339842323365,267.4357967376709,266.9850761529171,263.8093318939209,263.8093318939209,263.8093318939209
2021-07-19,,275.8799177805583,275.5725612456096,274.8337601905502,274.0295095009448,273.45412720574274,273.688514231976,271.3064483050104,270.6601895175763,270.9747635213469,270.3740877794796,269.22448661646894,269.0644594330718,268.6593997459102,269.3309014638265,268.82797501303935,265.3681176503499,265.3681176503499,265.3681176503499
2021-07-20,,276.8120174407959,276.5589580167319,275.80689127777003,275.0036129108978,274.32343037923175,274.5085967368605,272.098606603347,271.47026817929094,271.7521217419754,271.2563008904693,269.79394963626055,269.6380683069644,269.2668653193528,269.9041042327881,269.28840978217846,266.0006567637126,266.0006567637126,266.0006567637126
2021-07-21,,278.9212875366211,278.73644949502994,278.2101999177902,277.5326759185513,277.02788247002496,277.2201980548611,274.949843341713,274.2809275688817,274.6206336701869,273.87829904349366,272.8191282484267,272.62235680179316,272.1728129193066,272.9031448364258,272.3761215209961,268.9670232137044,268.9670232137044,268.9670232137044
2021-07-22,,279.1806335449219,278.92582267724373,278.2732149883381,277.5112751055719,276.94281747606067,277.14602889064935,274.81599876687915,274.1667304043746,274.49235108430724,273.6917007717155,272.6889113942919,272.4522555586221,271.989117630129,272.77024332682294,272.2133705832742,268.8909200032552,268.8909200032552,268.8909200032552
2021-07-23,,279.12559000651044,278.8600746928782,278.1948564152887,277.3791618416653,276.8003270890978,277.05767788497906,274.5412408619117,273.81296805766095,274.19904633829424,273.28347001837557,272.3587940823445,272.11503039373866,271.60113128414,272.4035390218099,271.8527813535748,268.49294026692706,268.49294026692706,268.49294026692706
2021-07-24,,276.1145935058594,275.9015613500623,275.3193113456652,274.51575657578763,273.8438436720107,273.9894528633002,271.4309769161823,270.66494599147813,271.00804260085766,270.0169603697647,269.1148082824917,268.7803596828295,268.2464478035284,269.2168680826823,268.6006848884351,264.91285196940106,264.91285196940106,264.91285196940106
2021-07-25,,273.581148147583,273.2383735306597,272.36496675978975,271.331698019865,270.50329356723364,270.74551776500823,267.8021923155269,267.0533440528224,267.354011681717,266.2158733232487,265.4215249239648,264.97969108802687,264.4066064570978,265.51841926574707,264.8137327829997,261.253755569458,261.253755569458,261.253755569458
2021-07-26,,271.1444384256999,270.73026623933214,269.724718816072,268.56204296591505,267.69002172682025,268.02236135965563,264.7485860223449,263.9309941723572,264.2728212866245,263.0942701757307,262.2801319528691,261.8498431330142,261.26542350334853,262.3699378967285,261.6695405208703,258.0432828267415,258.0432828267415,258.0432828267415
2021-07-27,,271.94125111897785,271.49197339781244,270.44496537489414,269.31672405805745,268.50638050503204,268.87435050953803,265.8866886828402,265.1737121050631,265.496609703043,264.47913336518724,263.66477011104905,263.31813560154126,262.7799912739576,263.75809478759766,263.15678290164834,259.5438715616862,259.5438715616862,259.5438715616862
2021-07-28,,272.69876861572266,272.17194852967197,270.9422913832186,269.6814715414968,268.7957185109456,269.29663084882264,266.4296047962545,265.877362462893,266.19816936146134,265.15714191685066,264.5729212547906,264.2876425259355,263.7802227609526,264.6748631795247,264.22097061619615,260.70658111572266,260.70658111572266,260.70658111572266
2021-07-29,,274.7239284515381,274.4249222336184,273.54350694946487,272.59919015783646,271.77022616068524,272.0005710148053,269.58834636352145,269.07157741375823,269.326435365493,268.4661496593167,267.4791879621159,267.16435530842216,266.63640602235876,267.5703690846761,266.9469102223714,263.2480983734131,263.2480983734131,263.2480983734131
2021-07-30,,275.3076178232829,275.0009288419272,274.238512594723,273.3682809874877,272.70659319559735,272.93692405194173,270.3398980479366,269.61039252399803,269.95689885268206,268.99306116724864,267.97324556392226,267.6534214351488,267.0915424533007,268.04052289326984,267.3875109932639,263.6735032399495,263.6735032399495,263.6735032399495
2021-07-31,,275.71010971069336,275.42880309837454,274.7227994924996,273.87159294725984,273.22748141818573,273.42998653955317,270.8230853968593,270.10962823137123,270.4436628378456,269.4179167211409,268.5562821002624,268.1934610892033,267.602120655339,268.6157697041829,267.9730047746138,264.22231674194336,264.22231674194336,264.22231674194336
2021-08-01,,277.1953976949056,276.9216382123422,276.21856419091085,275.3767012368569,274.708293279012,274.8724183891159,272.2932985290194,271.58514087354365,271.88639717837674,270.96679202198277,269.91599287227535,269.5969195048014,269.1005277245995,270.0006955464681,269.34689065181846,265.8804562886556,265.8804562886556,265.8804562886556
2021-08-02,,278.48226801554364,278.21444574991864,277.5187287191743,276.73598615719317,276.09737904866535,276.2457794938675,273.9445162469099,273.3389509096667,273.60158243100506,272.83841043957597,271.7932642994605,271.5216447139132,271.06295252233986,271.8713010152181,271.2734685955625,267.93132400512695,267.93132400512695,267.93132400512695
2021-08-03,,278.5395450592041,278.2758189307319,277.5905854617122,276.78840062223065,276.1383450826009,276.2872632054373,273.91448297076175,273.2683347047265,273.56861971915595,272.7418475894063,271.6812115021451,271.41223810721135,270.9252654129897,271.7508996327718,271.1492603764389,267.6609643300374,267.6609643300374,267.6609643300374
