date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2021-06-29 00:00:00,,266.6844696580318,265.71554058189287,265.34562800480774,264.8387482644884,264.02342425577,263.6619674299231,263.8337407086187,263.05402624986203,263.0637863987394,262.95211706548065,262.44136025479753,263.1565437736092,262.25516486574764,261.3063605813419,261.2880452473958,261.2530517578125,261.0844319661458,261.08443196614587
2021-06-29 01:00:00,,265.92071131656047,265.0941279772516,264.95066363994897,264.5807809566266,263.8601280262268,263.5580172438119,263.73714224719777,262.9508186942416,262.9467277491763,262.8698109468556,262.4313048719582,263.1924604478774,262.21308398979113,261.27495488645803,261.2656606038411,261.2272491455078,261.0143585205078,261.01435852050787
2021-06-29 02:00:00,,265.445905451189,264.76504163196364,264.83126478928784,264.48315747227673,263.7785661086538,263.52630040154395,263.73043186570106,262.89230233451923,262.89359018839934,262.82015869421195,262.3600390060007,263.160615858141,262.0911166871368,261.1334092498365,261.13312276204425,261.09422302246094,260.8487803141276,260.8487803141276
2021-06-29 03:00:00,,265.1627604166667,264.5352201123978,264.6795771672176,264.33657775092087,263.6412505106209,263.4293223932161,263.64883510586634,262.7990409213046,262.8088569816582,262.74038292023613,262.27538553210564,263.09188719808844,261.9574645371161,261.00652220022624,261.0094401041667,260.96875,260.7044270833333,260.70442708333337
2021-06-29 04:00:00,,265.05840930604097,264.444591761285,264.6080122727614,264.2464451517628,263.5459937600529,263.3660596224532,263.6029099328813,262.76745948746577,262.7895062121099,262.71877356089664,262.2443887643429,263.04143722590084,261.8532091472743,260.95004141276775,260.94932556152344,260.90440368652344,260.63291931152344,260.63291931152344
2021-06-29 05:00:00,,265.0943806966146,264.4684804142008,264.59794968825116,264.2130339395934,263.50947848051993,263.3441042492738,263.598493337446,262.8049156090115,262.836175295664,262.760197717178,262.29426449374074,263.03900370056385,261.80917556293997,260.9939641477835,260.97947184244794,260.92706298828125,260.6666463216146,260.66664632161456
2021-06-29 06:00:00,,265.2434494286253,264.58731212148217,264.6578932542068,264.2574457832463,263.5504624709584,263.38627583105966,263.64275138991326,262.8994421357963,262.9352801339607,262.8523634429562,262.40515005417564,263.08767208336917,261.7512449713697,261.0227052162136,260.9940490722656,260.9325256347656,260.67601521809894,260.67601521809894
2021-06-29 07:00:00,,267.8989263166461,267.61756726506616,267.79781869741583,267.22068193692087,266.54220110326037,266.18761909523204,266.4697413351894,265.7464621536022,265.76270628984406,265.5128285670649,264.87395241549615,265.2737023210351,263.7397507807501,263.16458682237163,263.16596476236975,263.1081848144531,262.76964314778644,262.76964314778644
2021-06-29 08:00:00,,267.63584123577994,267.17257873368845,267.1782015286959,266.63717370358177,265.93557611602586,265.6101475087842,265.8679927419857,265.2206427728049,265.2365625797331,265.00916156059435,264.43388909808664,264.7956669286931,263.1929132767505,262.7744887684265,262.7430318196615,262.6670227050781,262.35191853841144,262.35191853841144
2021-06-29 09:00:00,,267.04101482190583,266.4516246909991,266.3801656869741,265.8855064490443,265.17368676678035,264.90484182079837,265.1650132992143,264.5659574546859,264.59114231927305,264.40446764208315,263.8974079992501,264.26700963729473,262.6860414576612,262.3403155296636,262.287348429362,262.2027130126953,261.9195098876953,261.9195098876953
2021-06-29 10:00:00,,266.2185436048006,265.5562100111626,265.5362091064453,265.1411572029577,264.46086507560386,264.2330325792783,264.5104470538278,263.8981784959845,263.92519946479973,263.80314183504186,263.4214808378257,263.89534354297234,262.45292632327556,262.08570226608896,262.0259552001953,261.9409942626953,261.679926554362,261.67992655436194
2021-06-29 11:00:00,,265.2869353712651,264.59297541896393,264.71773587740387,264.4203002817283,263.77616066527526,263.5760803836076,263.8770101527975,263.18202376618405,263.2070217325585,263.1484913042884,262.8554667207999,263.5177698379908,262.2638084229349,261.77773357408614,261.72795613606775,261.6499938964844,261.38892618815106,261.38892618815106
2021-06-29 12:00:00,,264.72408441911665,264.0334905473672,264.2553323599008,264.00588323266464,263.3682499704798,263.2012074072757,263.4810148059813,262.66723372208924,262.68807836004436,262.67078248218075,262.35094596136656,263.22824549412996,262.19579468814993,261.4595756012929,261.43170674641925,261.37132263183594,261.11871846516925,261.11871846516925
2021-06-29 13:00:00,,265.70478338944287,264.908155436087,264.94227130596454,264.61326565400014,263.89769644145093,263.7310036664034,263.9136293851412,263.036086712625,263.057720349267,263.0324776598066,262.5857653959789,263.56885274251306,262.5581183319613,261.56112567331996,261.555180867513,261.5109100341797,261.25830586751306,261.25830586751306
2021-06-29 14:00:00,,268.19505229749177,267.17483046529077,266.8403578538161,266.2424980711541,265.32351161981717,265.0952986980803,265.18016719744026,264.222979829786,264.2713098043461,264.16699374334814,263.43164659323566,264.444560627361,263.375835119254,262.0490228299102,262.07257080078125,262.05206298828125,261.80792236328125,261.80792236328125
2021-06-29 15:00:00,,271.8548771373013,270.4922281623861,269.65009718674884,268.6662562249114,267.4593154408573,267.09250810326057,267.10747463460467,266.0706664535828,266.1603752634562,265.9257145143183,264.83760387117275,265.8041624411559,264.70997458187793,263.1355139270627,263.1994323730469,263.2101745605469,262.9718933105469,262.9718933105469
2021-06-29 16:00:00,,275.32626289233826,273.6581291177941,272.43612201397235,271.02448993493175,269.50915104485813,269.01344558485795,269.03667966283933,267.9334129450319,268.07439770036154,267.67471544303214,266.2050490795867,267.0498952341604,265.7926689903077,264.15301347965567,264.22296142578125,264.23516845703125,263.97670491536456,263.9767049153646
