,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2018-01-01,0.0,0.0,0.0,0.0004360020506037,0.0039765587699397,0.0038735129215064,0.0067727992058856,0.0121854864320953,0.0188432706510938,0.0239368999039636,0.0228235331445726,0.0110222893028182,0.0256809768478036,0.118005044377601,0.361810592515954,0.5260168723484949,0.6401577878493732,0.7983820797146719,0.8325032190730983
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002943564935752,0.0006313890464481,0.0209308041620471,0.1042440132212539,0.361810592515954,0.5260168723484949,0.6401577878493732,0.7983820797146719,0.8325032190730983
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066019610579051,0.0641618499888528,0.2645926729167375,0.5000119286624731,0.6207454275568354,0.8437231340887482,0.8698305171679582
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037767164432614,0.0452411536219764,0.1630985564712078,0.3207171768363903,0.424043170920396,0.6025909900264499,0.6501067860019109
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002468750868897,0.0177271283667679,0.1122525956202443,0.2120085325082403,0.3460687864366557,0.615904506965249,0.6069839119358381
2018-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000703840410324,0.026411440479139,0.1076968483904597,0.2136463603014663,0.3339111940647169,0.5986766374982024,0.6912675613707113
2018-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000701667947586,0.0210417301097885,0.0857797509980676,0.1710889951846554,0.2692524018038463,0.6110649652670981,0.7945132030205505
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011169719973266,0.0078826193400412,0.0304748146911129,0.0825613639518972,0.1325403360280531,0.1474288936114481,0.1291926683430984
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004002138068227,0.0139692542433738,0.0525437350947835,0.1143471329750007,0.1913757496317387,0.3150751105860625,0.2527705219178974
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000286396278357,0.0047762413913367,0.0459061732759392,0.2177794155906209,0.4061342177093814,0.6060490164510608,0.7069849656339545,0.7737883417150955
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019925589988881,0.0032187159457872,0.0031543124598073,0.0038147529625038,0.0168905528266779,0.1136319012273689,0.3847542302274377,0.5650879205959917,0.6944520509762906,0.8105941114633781,0.8541556087840106
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003322058668314,0.0210450216677105,0.1414932082646288,0.3258332341937023,0.5502254068128978,0.785064144258267,0.8486094060763345
2018-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001618197786254,0.019406064046809,0.1077325844406886,0.2329351048185407,0.4142634320890805,0.608239882746483,0.7797842775957633
2018-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002766168228359,0.0199806750531702,0.1173239115549195,0.2616507176205074,0.3675622190251628,0.5920620526811041,0.7216337913662239
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365211006296,0.0134645396068329,0.1036995029562845,0.2349505506646594,0.3610443455615344,0.6709279013366113,0.7621485108449778
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001481170315796,0.018321723898586,0.0866561689380402,0.2087902602755818,0.3811558615101009,0.6488161254057686,0.7602290424842174
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015887904859657,0.0222207840044353,0.106211292898137,0.2404921054249663,0.349137654805346,0.6795450193639926,0.7353188411799031
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015791690712252,0.0215013484249767,0.1190317830523642,0.2884279316891477,0.4297943331419678,0.7375744904545694,0.8308597983815214
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007177278257855,0.0154464318387896,0.0795499620187459,0.1967485591351137,0.3032583289614378,0.5407753950173277,0.544932353502824
2018-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.311766736103905e-05,0.0022910043756239,0.0078464734468562,0.016325004333102,0.0255803854653335,0.0430034413923733,0.1093368754649949,0.3177871232611935,0.4577656378686413,0.5749297895626068,0.6777970895813524
2018-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014824395195754,0.0057313634043054,0.0194581807474275,0.0576140145191718,0.1560822334817286,0.4271487802410457,0.6103339962212351,0.6836711484287458,0.7519463764043683,0.8323466809129035
2018-01-22,0.0,0.0,0.0,2.3932029377920453e-05,0.0006305710926298,0.0009017902445746,0.0005622487502428,0.0006885168970702,0.002848479971655,0.0029472654746831,2.266534076434604e-05,0.0078128742785476,0.0393229305257201,0.1320657609178888,0.4184745802030706,0.6014795696054226,0.6697035634384889,0.728814956851322,0.7363722730532823
2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001539771072953,0.0045877913814603,0.0420547122635381,0.184539203776434,0.4022535901065155,0.5967557572135948,0.8116805162593032,0.8816338571134046
2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.175542133583195e-05,0.0076735152793952,0.036363621892923,0.1926507633403375,0.4386410091767781,0.6971452287077896,0.8658806178766927,0.897792245117851
