date,0,1,2,3,4,5,6,7,8,9,10,11,12
2000-01-01,78958.07421875,78958.07421875,81574.8004150391,81865.5477701823,80632.778984375,80171.6283967391,80353.6615234375,80145.8080950798,79992.5632126267,78551.5564152644,76315.7084960938,76315.7084960938,76315.7084960938
2000-01-02,78958.07421875,78958.07421875,81574.8004150391,81865.5477701823,80632.778984375,80171.6283967391,80353.6615234375,80145.8080950798,79992.5632126267,78551.5564152644,76315.7084960938,76315.7084960938,76315.7084960938
2000-01-03,78903.623046875,78903.623046875,81537.9368896484,81830.6384277344,80589.58390625,80125.3338145381,80308.5904296875,80099.3399684176,79945.6384607264,78495.1888897236,76248.8010253906,76248.8010253906,76248.8010253906
2000-01-04,78889.390625,78889.390625,81529.4375,81822.7760416667,80579.020625,80113.7601902174,80297.415625,80087.7097739362,79933.7919921875,78480.2358398438,76229.8845214844,76229.8845214844,76229.8845214844
2000-01-05,78902.0400390625,78902.0400390625,81533.634765625,81826.0341796875,80586.2606640625,80122.4897673234,80305.5572265625,80096.5227518284,79942.3593222128,78493.1443434495,76244.2180175781,76244.2180175781,76244.2180175781
2000-01-06,79001.1640625,79001.1640625,81639.5611572266,81932.716389974,80689.738203125,80224.7685122283,80408.3091796875,80198.734375,80044.2739917652,78591.3559194712,76337.4111328125,76337.4111328125,76337.4111328125
2000-01-07,78975.0283203125,78975.0283203125,81623.9063720703,81918.226155599,80670.3102734375,80203.4935037364,80387.76328125,80177.3559466423,80022.2505806588,78563.5475510817,76300.4033203125,76300.4033203125,76300.4033203125
2000-01-08,79004.318359375,79004.318359375,81657.4528808594,81952.2456054687,80702.324453125,80234.7575577446,80419.3234375,80208.5780003324,80053.3306323902,78592.3289888822,76326.3874511719,76326.3874511719,76326.3874511719
2000-01-09,78983.0634765625,78983.0634765625,81616.6137695313,81909.23046875,80668.5356640625,80204.4201341712,80387.6236328125,80178.4338223072,80023.8376002956,78573.4110576923,76320.3227539063,76320.3227539063,76320.3227539063
2000-01-10,78909.2548828125,78909.2548828125,81549.8316650391,81843.2290852865,80599.2240234375,80133.870202106,80317.5625,80107.8145570146,79954.3864548142,78500.7587890625,76254.0302734375,76254.0302734375,76254.0302734375
2000-01-11,78819.33203125,78819.33203125,81453.6231689453,81746.3221842448,80505.278359375,80041.0322690217,80224.2873046875,80015.0386469415,79862.4103146115,78412.4267202524,76174.4475097656,76174.4475097656,76174.4475097656
2000-01-12,78846.57421875,78846.57421875,81485.7542724609,81778.996500651,80535.649453125,80070.5417798913,80254.1369140625,80044.4999168883,79890.3483952703,78437.149226262,76185.3117675781,76185.3117675781,76185.3117675781
2000-01-13,78815.49609375,78815.49609375,81441.4797363281,81733.2556966146,80496.125625,80033.343580163,80216.020703125,80007.431931516,79853.773754223,78407.7234825721,76164.9741210938,76164.9741210938,76164.9741210938
2000-01-14,78763.041015625,78763.041015625,81426.2635498047,81722.1771647136,80467.5034375,79998.1587126359,80183.4263671875,79971.8796126995,79816.4656883446,78350.0881535457,76078.8474121094,76078.8474121094,76078.8474121094
2000-01-15,78653.896484375,78653.896484375,81320.3482666016,81616.620686849,80360.425625,79890.5118036685,80076.0041015625,79864.2008394282,79709.1908255912,78241.2858698918,75971.9274902344,75971.9274902344,75971.9274902344
2000-01-16,78634.5146484375,78634.5146484375,81304.2388916016,81600.8749186198,80343.1381640625,79872.6476307745,80058.367578125,79846.3043758311,79690.63671875,78220.7324969952,75944.9306640625,75944.9306640625,75944.9306640625
2000-01-17,78919.578125,78919.578125,81545.5954589844,81837.3751627604,80600.22921875,80137.441236413,80320.120703125,80111.5292553192,79957.941722973,78511.9036207933,76269.6938476562,76269.6938476562,76269.6938476562
2000-01-18,79243.013671875,79243.013671875,81869.2932128906,82161.1020507813,80923.832578125,80460.9983865489,80643.69609375,80435.0838181516,80281.6578600085,78835.5502178486,76594.5012207031,76594.5012207031,76594.5012207031
2000-01-19,79182.6875,79182.6875,81790.0954589844,82079.8074544271,80851.42859375,80391.9201766304,80573.305078125,80366.1918218085,80213.5342060811,78777.6764573317,76550.1157226563,76550.1157226563,76550.1157226563
2000-01-20,78915.1552734375,78915.1552734375,81547.0224609375,81839.4521484375,80599.5502734375,80135.731360394,80318.8177734375,80109.7616564162,79956.2920977618,78507.2273888221,76263.6240234375,76263.6240234375,76263.6240234375
2000-01-21,78837.453125,78837.453125,81462.6124267578,81754.2967936198,80517.555078125,80054.9183084239,80237.5380859375,80029.014793883,79876.2500263936,78431.0112680288,76195.5810546875,76195.5810546875,76195.5810546875
2000-01-22,78921.923828125,78921.923828125,81527.6776123047,81817.2058105469,80589.60625,80130.3893512228,80311.6591796875,80104.6773188165,79952.2558857686,78517.3680138221,76292.3110351563,76292.3110351563,76292.3110351563
2000-01-23,78902.2724609375,78902.2724609375,81555.083984375,81849.8408203125,80600.0718359375,80132.5618631114,80317.1052734375,80106.3854928524,79951.2896695524,78490.5220102163,76225.89453125,76225.89453125,76225.89453125
2000-01-24,79011.4453125,79011.4453125,81616.4483642578,81905.8931477865,80678.647265625,80219.562669837,80400.7802734375,80193.8580452128,80039.9945893159,78604.8914513221,76368.8452148438,76368.8452148438,76368.8452148438
2000-01-25,78738.6962890625,78738.6962890625,81293.0882568359,81576.9095865885,80373.5071484375,79923.3418393342,80101.038671875,79898.1366148604,79734.7718538852,78322.266000601,76031.8994140625,76031.8994140625,76031.8994140625
2000-01-26,78800.294921875,78800.294921875,81358.2025146484,81642.4144694011,80437.35578125,79986.5709069294,80164.5123046875,79961.3309923537,79798.32421875,78384.1209059495,76095.1638183594,76095.1638183594,76095.1638183594
2000-01-27,78780.796875,78780.796875,81342.3654785156,81626.9842122396,80420.20078125,79968.7707201087,80146.966796875,79943.4946808511,79780.6619774071,78364.6069335938,76075.5622558594,76075.5622558594,76075.5622558594
2000-01-28,78783.859375,78783.859375,81368.8797607422,81656.1042480469,80438.272421875,79982.7094089674,80162.5369140625,79957.2019614362,79792.7360905828,78363.6564753606,76052.5405273437,76052.5405273437,76052.5405273437
2000-01-29,78629.5390625,78629.5390625,81220.6392822266,81508.5393066406,80287.843203125,79831.2087296196,80011.4591796875,79805.6412898936,79640.5776763091,78208.0477013221,75889.8452148438,75889.8452148438,75889.8452148438
2000-01-30,78644.0078125,78644.0078125,81228.3481445312,81515.4970703125,80297.985625,79842.5424592391,80022.32265625,79817.0417220745,79652.2819890203,78223.4356971154,75910.2890625,75910.2890625,75910.2890625
2000-01-31,78862.08984375,78862.08984375,81449.7403564453,81737.2570800781,80518.186171875,80062.1596467391,80242.1701171875,80036.6262466755,79872.426282728,78442.0759465144,76131.9995117188,76131.9995117188,76131.9995117188
2000-02-01,78817.494140625,78817.494140625,81418.4611816406,81707.4575195313,80482.113046875,80023.7397248641,80204.6765625,79998.0749251995,79833.4315614443,78395.8902869591,76077.0690917969,76077.0690917969,76077.0690917969
