,0,1,2,3,4,5,6,7,8,9,10,11,12
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026051856823388844,0.003537091610370034,0.028659230704054104,0.13488292511990002,0.3113848903449661,0.5303092308128773
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.004533984803230843,0.007983688120921754,0.02057421845605018,0.022274133907739364,0.06864294074284219,0.21731352408221796,0.32057412172621413,0.3999889148761364
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006186297654555044,0.009351741395321437,0.0399469575477155,0.19173583253397158,0.31985667579924176,0.45353487967938844
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004039731296258595,0.006724454961315177,0.029176917601383724,0.12539949029192102,0.27570961569159386,0.44113715095623635
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2168099882664217e-05,0.006132215199745132,0.008990068161043483,0.023828694320101217,0.12288056786148505,0.2434207161046049,0.3657585686476092
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5349589683640591e-06,0.0014891145436164272,0.009144694709391594,0.08260766466364174,0.22700338588709512,0.48316244276207176
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007320002733190806,0.008665199454541637,0.03229652429210148,0.11423039571229913,0.27124997365674525,0.40466693538067816
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003486203811775881,0.006875839836189486,0.02070661816127011,0.0898291561144415,0.22898591703968357,0.4024900524915652
2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002755738497425165,0.0043618232866326195,0.019509956784676676,0.0898291561144415,0.22873254385044875,0.3971406461703382
2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5349589683637294e-06,0.002934172047083116,0.01578783283986255,0.0855293603731388,0.21919984053423222,0.42373766129534124
