,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01353853931658088,0.20421405027229791,0.29078267787194884,0.26002301753565527,0.11152519885622984,0.2402737660612882,0.09734749835883508,0.0
2022-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12784721417116726,0.14242643748350112,0.18242274358583824,0.08703433433758465,0.23722314706670605,0.11923131971406341,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12784721417116726,0.13815505845845538,0.15730611386557544,0.09616641084791756,0.2176509960397243,0.09734749835883508,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010462600351215124,0.12419996062888135,0.20155194369686624,0.29989513881037416,0.1430470603072,0.2176509960397243,0.09734749835883508,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014938135256622772,0.15224617924195813,0.3305356264387233,0.3215898207772046,0.14329680230556205,0.2391574089272469,0.11923131971406341,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006266669558274049,0.058723901020118124,0.1466435390448911,0.24042492654747183,0.1435109068198102,0.2409352879733456,0.06924255292778682,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059689596970446965,0.08844530579184635,0.2712115031053924,0.37131466515780814,0.13188838731994834,0.21976170601834372,0.08847720143340587,0.0
2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712796061392549,0.14963753242208871,0.20306187483883364,0.1903626127279253,0.08906602453133997,0.16000901367723747,0.05974271575700945,0.0
2022-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007332231019497347,0.0807661477065044,0.22610653216187496,0.34376053963592446,0.13872706276668317,0.17855047935756235,0.057750023887752674,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012207975934500952,0.0771674534032322,0.19061846808061186,0.22580885845667928,0.14702425189344348,0.16976096771269583,0.058847732081184954,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008976247014692464,0.08916489744771272,0.19099515143071458,0.23751133884959516,0.1333939228297437,0.17372168714462635,0.05686893358887869,0.0
