,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2021-01-01,0.0,0.0,0.0,0.0,0.000785588490045709,0.00035646108352924686,0.00011903753274405017,0.0018941905793766086,0.007660236082333934,0.03244676506907448,0.06479111512888475,0.10680260326600506,0.16520034369004746,0.16505077221020892,0.2508818211217859
2021-01-02,0.0,0.0,0.0,0.0,0.0031395874210894768,0.002202724920075146,0.0017555605441052203,0.016670021117228255,0.022998160446393634,0.03415102358472073,0.06638170601334942,0.12363134283634102,0.25337164516504457,0.30271502505649184,0.3888990590607424
2021-01-03,0.0,0.0,0.0,0.0,0.0031395874210894768,0.000522555241938005,0.0003756084257781162,0.002500169508002075,0.009630282161172295,0.033414209276617916,0.06461267262030371,0.12971144506442672,0.27221528879290574,0.34657578741783607,0.40993290006555455
2021-01-04,0.0,0.0,0.0,0.0,0.000747793135091635,8.356117979846592e-05,0.00033859223848042586,0.0014587745188761386,0.006870283211433568,0.031404200891304454,0.06394210266172656,0.11214148602013747,0.17427589511349537,0.21620211378055637,0.5212207037751337
2021-01-05,0.0,0.0,0.00013302513052984864,0.00017612974779802502,0.005008444392666401,0.004446275537233996,0.006074100195413666,0.007951818486072236,0.009254669552048614,0.023150942178704146,0.04018363322610967,0.05003760740261034,0.07052420852020726,0.09876083687425367,0.3169887478516267
2021-01-06,0.0,0.0,0.0,0.0,0.0008570027758663928,0.00011494558827816966,4.429076730471638e-05,0.0010769705653967544,0.004033802650361319,0.020365865484578926,0.04690883830960457,0.08282254494226776,0.12248124891209829,0.15780111671175873,0.3126101721438874
2021-01-07,0.0,0.0,0.0,3.661360820563617e-08,0.001639812391777579,0.000703971842947294,0.00044380036758315115,0.002562593404866765,0.006086504213293396,0.022568001321245354,0.043558242193974736,0.06291933634557356,0.10970265804371573,0.1678946715218603,0.29508616683484357
2021-01-08,0.0,0.0,0.0,0.0,0.0008932192160980092,0.00036835303634996186,0.0003587480292793287,0.0032556260023886958,0.007160075678201774,0.024752134855747374,0.04691949323885032,0.07494707630484378,0.1280941148687948,0.1339940934836193,0.24543014125308094
2021-01-09,0.0,0.0,0.0,6.337511974967886e-08,0.0018205702467971904,0.00022425220459842366,0.0001357879790257901,0.0018707821620156024,0.00591893273478675,0.022483094630918618,0.04974575536772001,0.08173995252853188,0.14172381205603346,0.20086150465770092,0.4565947437528498
2021-01-10,0.0,0.0,0.0,0.0,0.0021845661969289963,0.0003200097817380328,0.00011089711408668998,0.0015861497948711312,0.0034616524541673747,0.01513811540832196,0.03729952412024099,0.06705453446584474,0.12165619317765598,0.10875910464644227,0.09688000528438698
2021-01-11,0.0,0.0,0.0,0.0,0.0014607621123832887,0.00014198150531519782,5.5305910997690783e-05,0.0015616416525727358,0.004535832498814176,0.01891560555066251,0.04402484785414268,0.07360187538719731,0.11259402687347742,0.09195975264849807,0.3995014695936881
2021-01-12,0.0,0.0,0.0,0.0,0.0019156068789773746,0.0008864344460794565,0.0008616251968936217,0.002180071782954611,0.004139920693335368,0.013299860855372391,0.031093563024364067,0.060338948886589756,0.11661915773752354,0.08926843647767385,0.014653349187696996
2021-01-13,0.0,0.0,0.0,0.0,0.0009344387651407545,5.792884280878282e-05,4.8229864815431726e-05,0.0009759625590244991,0.0033491500615998454,0.014581161027728929,0.03774543807796967,0.06153444437484711,0.0941608449114794,0.1252500189171498,0.3606219298721982
2021-01-14,0.0,0.0,0.0,0.0,0.0013615421312976794,0.00024072747113276338,0.0002477612569423086,0.001204121739655759,0.003913155589108291,0.01453736998942763,0.032613439179094234,0.05348151851832003,0.10602019622931974,0.1298192673486588,0.18596188398442645
2021-01-15,0.0,0.0,0.0,4.147933757728029e-08,0.0011037941487567207,3.5007983013316355e-05,2.897509424103568e-05,0.0005590601985148258,0.0024901379562435742,0.011096093993568285,0.03021363276408621,0.0472179137500342,0.08092008322882938,0.06504200768062161,0.23362448720493162
2021-01-16,0.0,0.0,0.0,0.0,0.0013135835162876549,5.179381007916146e-05,4.409621888480873e-05,0.0008975161382369668,0.003251920488653946,0.013594856122250518,0.03247740142228577,0.05255786442828136,0.08803431575997563,0.09436988817351584,0.34014999821308345
