date,0,1,2,3,4,5,6,7,8,9,10,11
2021-06-29 00:00:00,274.4620361328125,272.20925505264944,272.1686632879849,269.1668483003657,268.1977380177332,267.03732405037715,266.86276643172556,266.5157865273832,265.8474708839699,265.7453280362216,264.7078214946546,
2021-06-29 01:00:00,274.0104522705078,271.91245634659475,271.8332342388986,268.9453508742312,267.98210405622206,266.8470043313915,266.69734890237277,266.3695806638159,265.75589859573927,265.62994800914413,264.28985194156047,
2021-06-29 02:00:00,273.48094177246094,271.47750257409143,271.32280599659885,268.40463691873754,267.4721992129371,266.4643654658877,266.34052236456625,266.1140337600452,265.66823199236836,265.61211187189275,264.08846644351354,
2021-06-29 03:00:00,273.265625,271.21441915760875,271.01674748563215,267.978748337766,267.0766059027777,266.1944453798492,266.0958684925629,265.96674097748325,265.6834237557871,265.6975763494318,264.0277549342105,
2021-06-29 04:00:00,273.14463806152344,270.98696567701256,270.77951593508664,267.6297278221617,266.7678213452536,266.00692591173896,265.92741212473857,265.88433976606893,265.73627579300495,265.82556845925075,264.0640459562603,
2021-06-29 05:00:00,273.06182861328125,270.779517132303,270.6035850787985,267.42175215051526,266.6207633851066,265.9834342167295,265.9303390537847,265.9552583533907,265.914020453559,266.08060524680394,264.2220876593339,
2021-06-29 06:00:00,273.0477600097656,270.61480314835256,270.52006828921964,267.3996715789146,266.68892444428946,266.186027789938,266.1679732892278,266.24025461729934,266.2752882215712,266.515400279652,264.55793681897615,
2021-06-29 07:00:00,272.8015441894531,270.3284845766814,270.37281080224045,267.6067386708361,267.0565355088975,266.71882261078935,266.76528846862925,266.8375947997225,266.92707587348093,267.09247103604406,265.01381803813734,
2021-06-29 08:00:00,272.9306945800781,269.9440480107847,270.1953317927218,267.2598418540143,266.79274815150666,266.5951527562634,266.6655254582245,266.7905890981758,266.9603133590133,267.2043984153054,265.15509836297286,
2021-06-29 09:00:00,272.8999786376953,269.4920939569888,269.9089921973217,266.8072509116315,266.4150642031715,266.3531204749798,266.4470592298006,266.6213854137896,266.8670974166305,267.1844690496271,265.17670561137953,
2021-06-29 10:00:00,272.8316192626953,269.37864287003225,269.8198668381263,266.5980836908868,266.1637745206318,266.09733686775996,266.1983732315168,266.3994328148839,266.7065758599175,267.03030534224075,265.025903802169,
2021-06-29 11:00:00,273.2554626464844,269.8688500445822,270.3112950818292,267.0078396411652,266.48828754727805,266.32465546706624,266.3941613378459,266.5746539080585,266.8546922471788,267.1140830300071,265.23038040964224,
2021-06-29 12:00:00,273.93968200683594,270.63926166036856,271.03785460022675,267.6157125919424,267.0146696060422,266.7508518613618,266.7793559198794,266.9278876307838,267.14351230197485,267.357739535245,265.595623618678,
2021-06-29 13:00:00,275.0577850341797,271.6296685260275,272.04045385601876,268.42910318577543,267.79495021275113,267.4839703790073,267.4712218190767,267.59806741528246,267.75605253996673,267.93509327281606,266.3728549354955,
2021-06-29 14:00:00,278.21807861328125,274.2044704271399,274.68111516141346,270.53690341381315,269.8764987521701,269.49188653353986,269.39328778090135,269.46005896366006,269.4526742440683,269.5937000621449,268.50189851459703,
2021-06-29 15:00:00,282.2277526855469,277.9400701108186,278.28215956413885,273.555570172249,272.79115174308663,272.2240569016029,271.9642685250778,271.9510336724998,271.6549915455006,271.85488336736506,271.47240729081005,
2021-06-29 16:00:00,286.08087158203125,282.2091621730639,282.66822341392776,277.56296101022275,276.29221210782487,275.13911174905707,274.5488349687589,274.4239113547585,273.71975685402197,273.863808371804,274.1837704307154,
2021-06-29 17:00:00,288.14002990722656,284.847676816194,284.6569906651289,279.2365225933968,277.8713109092107,276.55342733448947,275.90076986002975,275.6991037182535,274.819019345884,274.9408555464311,275.4604452032792,
2021-06-29 18:00:00,288.86036682128906,286.0304160740065,285.72490525519714,280.6189023930976,279.1402155316065,277.5896401240908,276.896533154241,276.61487150352815,275.61414286295576,275.62039878151637,276.1697829397101,
2021-06-29 19:00:00,287.77764892578125,283.5515322477921,283.9173085881376,278.99860138588764,278.1063381618924,277.2771269699623,276.9413404661131,276.6877065331045,276.0315551757813,275.8614113547585,275.75606175472865,
2021-06-29 20:00:00,285.7962188720703,281.5017852783203,282.01845980238636,277.94536282153837,277.22946539984804,276.42877039416084,276.2396050634319,275.94959508208717,275.37383750632955,275.0826624090021,274.30937676680713,
2021-06-29 21:00:00,283.4053955078125,279.62981381623644,280.048097106232,276.7467269572806,276.1402975415427,275.3753072804418,275.27413835678277,274.9891530046559,274.5014820240162,274.17776766690343,273.0284423828125,
2021-06-29 22:00:00,281.71607971191406,278.7224485977836,278.9396564001325,275.92456541670134,275.25653110080293,274.52206368281924,274.44796079028936,274.23886617024743,273.87566449200665,273.6786152232777,272.2900928698088,
2021-06-29 23:00:00,280.0172576904297,277.00929658309275,277.4441838757745,274.7124455228765,274.2249337816995,273.8200425772831,273.84930681800404,273.74601334594314,273.60427664297595,273.5258691961115,271.97418614437703,
2021-06-30 00:00:00,278.3768310546875,275.06662385360056,275.65472482264727,273.09079382064493,272.89042852492554,272.9274102572737,273.0640092583488,273.122523657802,273.26853750723376,273.3849986683239,271.8437307257401,
2021-06-30 01:00:00,277.4595642089844,273.9635129182235,274.6538552470591,272.1865505786652,272.1396981375558,272.36956892342397,272.5401831306091,272.63338904589517,272.8319708930121,273.0056845925071,271.55393098530016,
2021-06-30 02:00:00,277.2135772705078,273.76550491996437,274.45445146231816,272.02590273593336,271.9580961197141,272.14373621447334,272.2877423877847,272.3691696526628,272.5103003607856,272.71428749778056,271.3009539152447,
