,0,1,2,3,4,5,6,7,8,9,10,11
2000-01-01,18.6208943684896,17.59219103827,17.6576001163643,16.0043610268451,15.25858890594,14.2569596213856,13.9568646440426,13.6184509071839,12.8643877194252,12.7545151219223,12.6966207939282,12.6966207939282
2000-01-02,18.2959025065105,17.2708444788836,17.3509889566122,15.7083464061115,14.9349569976645,13.8791695430361,13.5653672742807,13.2063616717304,12.4184541678723,12.2832145922112,12.219315164131,12.219315164131
2000-01-03,17.2699918111165,16.0860769631207,16.1541653249456,14.2867976898843,13.4511405379685,12.3049014650542,11.9609855733328,11.557943621977,10.6700067308214,10.5257198680531,10.5089669344718,10.5089669344718
2000-01-04,17.905321375529,16.345020410289,16.4457556465119,14.1512457854359,13.2472835944444,12.0453461964925,11.6650274086144,11.2648916058268,10.3492281077821,10.2269026669589,10.2759525432921,10.2759525432921
2000-01-05,17.7165180206299,16.3134188500003,16.4071553679718,14.3226208436574,13.4549271538144,12.2827513376872,11.9214816174191,11.5297359201109,10.6735075255971,10.4693367351185,10.5177832687111,10.5177832687111
2000-01-06,17.9084112803142,16.6731552511022,16.7425925580021,14.8103141919941,13.9415529180456,12.7359778437121,12.3715358035788,11.9434617634441,11.0008447293882,10.8385556192109,10.8379745684172,10.8379745684172
2000-01-07,16.7322046915691,15.4172367482946,15.4710789881447,13.4463056307313,12.582800446364,11.4007332812781,11.052667847378,10.6345210408255,9.75145156295213,9.50542394464668,9.43649043033003,9.43649043033003
2000-01-08,16.5099807739258,15.1942069896754,15.254999743933,13.1796263025163,12.2503497492069,10.9589283734903,10.5750082160025,10.110096788674,9.11180821171519,8.88605166348549,8.86806654009905,8.86806654009905
2000-01-09,16.9413906097412,15.5106920491094,15.5938307064246,13.4323071932962,12.5232350727869,11.2935855602396,10.9184127123823,10.5054832779599,9.61271056657955,9.37639741608592,9.40427266840351,9.40427266840351
2000-01-10,17.7512571970622,16.3955168848452,16.5078358982715,14.551033488064,13.7278848012289,12.6224596878578,12.2841742808723,11.9282692884623,11.140309147776,10.9726391069817,10.9775241584109,10.9775241584109
2000-01-11,18.2599089304607,16.8959023351255,17.0095296238574,15.0311304647027,14.2072665280135,13.106601245924,12.7702792271688,12.412524358833,11.6299459433851,11.4420322880601,11.4261729792545,11.4261729792545
2000-01-12,18.2541976928711,17.0655132570129,17.1311910402729,15.2299436203977,14.3334842338764,13.0717394072435,12.7031844068537,12.2388808142323,11.2443726904598,11.041921118534,10.9802247967637,10.9802247967637
2000-01-13,17.7295280456543,16.4472404479981,16.5138157723964,14.5064081016162,13.6398416307238,12.4716124172868,12.117116092708,11.7208447500245,10.8457930859225,10.6764274597168,10.6190180059065,10.6190180059065
2000-01-14,17.0799156188965,15.7736810103707,15.8430318635085,13.7422137267201,12.824867720831,11.5953897848897,11.2192664692731,10.809777442427,9.90109481811527,9.72805349176582,9.73549744455443,9.73549744455443
2000-01-15,15.4249295552572,14.245250900932,14.2860738732349,12.3761235933778,11.5326746259417,10.3766097057825,10.0301958789724,9.6253502388729,8.75374719125256,8.54630258733579,8.54727399056418,8.54727399056418
2000-01-16,15.2878089904785,13.9559794218644,13.9792007417058,11.767650939725,10.7806924850221,9.42351890651662,9.01447354163219,8.54220749483642,7.52221187073508,7.27819872769447,7.31699878625705,7.31699878625705
2000-01-17,16.7955267588298,15.415093745356,15.496694892211,13.3923782105142,12.5030408647326,11.3001871788639,10.9306180908878,10.5159665626844,9.60616767318163,9.40905954765555,9.38771340219597,9.38771340219597
2000-01-18,19.0554201761882,17.707673700305,17.8082857884667,15.7977153751022,14.9502513703846,13.8206986087492,13.479639745577,13.1118046042361,12.3103974801523,12.115545353745,12.0831579777233,12.0831579777233
2000-01-19,19.8360877990723,18.6559429776842,18.7729077598601,17.095316660996,16.3639389482125,15.3757823987939,15.0837691149214,14.7616853270869,14.0759140673979,13.878194658684,13.7918512310898,13.7918512310898
2000-01-20,18.7861813863119,17.8776138195094,17.9543334756318,16.6220752526683,16.0262183820129,15.207912918617,14.98340995259,14.6778082944997,14.03672045484,13.9007277286414,13.6327497114215,13.6327497114215
2000-01-21,17.7641826629639,17.0289514016415,17.0066442365391,15.5655017149364,14.7953424988601,13.6887600471234,13.3709790090856,12.9551072078924,12.0845114390056,11.864271071463,11.7899759058367,11.7899759058367
2000-01-22,17.4466835021973,16.6287434121837,16.6631445669123,15.2948259556547,14.6139490238573,13.6443553266855,13.3737569656197,12.9902239687114,12.1910179326564,12.0165373137503,11.7764789380525,11.7764789380525
2000-01-23,16.3419026692708,15.231911125736,15.3137614867696,13.6711202418551,12.9387376250414,11.9163048755163,11.6219044048854,11.2399206638872,10.4642525378569,10.195438639323,10.0421065481086,10.0421065481086
2000-01-24,17.31182568868,16.2686729486438,16.3632640604772,14.7956085178024,14.043214422559,12.9998834237285,12.6913867048414,12.3346822929169,11.564475820094,11.3917318055124,11.3157876198752,11.3157876198752
2000-01-25,18.4713010152181,17.4990826261216,17.6009972144818,16.1744796915257,15.5007371407968,14.5698145636197,14.2910485093781,13.9732933232814,13.2713153321066,13.1556937708999,13.0931357534308,13.0931357534308
2000-01-26,18.9127816518148,18.1622243743012,18.2434617097351,17.1151853115001,16.5389052153895,15.7273333450844,15.4926821184195,15.2008077186902,14.5733166211917,14.4577201727665,14.3336244081196,14.3336244081196
2000-01-27,20.0063599904378,19.0034701084745,19.0701630091759,17.4692225652384,16.7370868319557,15.7359139146476,15.4378948397895,15.0826883236836,14.308104691682,14.1716468926632,14.0864852302953,14.0864852302953
2000-01-28,18.3346153259278,16.9794791733009,17.0694968475693,14.9988392011494,14.0868919049622,12.8275626083901,12.4363189842754,11.9961483262873,11.0130494200153,10.8556576584325,10.9069708974738,10.9069708974738
2000-01-29,16.7701583862305,15.5878614121589,15.6301820893854,13.6349647359646,12.6860073755658,11.3574961870567,10.9516556181861,10.4778560223136,9.43337588840063,9.25191997181287,9.32455463074803,9.32455463074803
2000-01-30,17.1870532989502,16.0279903743578,16.0941718222081,14.2462987832144,13.3916808617809,12.197186187218,11.844104251527,11.4051791100123,10.459289988765,10.2749402248498,10.2358343090928,10.2358343090928
2000-01-31,17.734391784668,16.3891583650009,16.488377544067,14.4725864599783,13.6275160612884,12.4949631438859,12.1507992265063,11.7611060025851,10.9069964938694,10.7314232566141,10.6725214104903,10.6725214104903
2000-02-01,16.8109832763672,15.7041956362517,15.7411408172257,13.8771311874931,13.0127555564598,11.8149161854009,11.4561415450433,11.0222327338325,10.0791138825593,9.89933813846477,9.85647909599442,9.85647909599442
2000-02-02,16.2492875417074,14.9509211609329,15.0136282310633,12.9297666806702,11.9659932192041,10.606914621112,10.1972468538379,9.69938448553808,8.62447546970697,8.39799507603505,8.45983955651002,8.45983955651002
2000-02-03,17.8409216562907,16.2327832816304,16.3612381785309,14.0806088792517,13.1753695109534,11.9585788463724,11.5872612229383,11.1667410207251,10.2600182756966,10.0295387846051,10.0268839986701,10.0268839986701
2000-02-04,17.0719429016114,15.9211683743242,15.9388343460258,14.0321590612967,13.1674153201795,11.9576626393987,11.6032608736389,11.1581342695004,10.2078820593563,10.0004466894902,9.96605011789421,9.96605011789421
2000-02-05,15.502338663737,14.150482487333,14.1792568981419,12.0250714457628,11.1116030899936,9.85261591768818,9.46507490843334,9.02018463100518,8.0560167477455,7.82561969179096,7.92427362810105,7.92427362810105
2000-02-06,17.0400844573975,15.5094120799632,15.6266977872885,13.4328997970473,12.561630319666,11.4051672968371,11.0432316553857,10.6691237380074,9.83115689783921,9.6623286276153,9.71021192450274,9.71021192450274
2000-02-07,17.6044574737549,16.3384751084922,16.4277534470248,14.469539477301,13.6327367086259,12.5201731846251,12.1831601428767,11.8147690037686,10.9885568359752,10.8609641913212,10.8140714745772,10.8140714745772
2000-02-08,16.6983053843181,15.5597078129866,15.627851170507,13.8773885929838,13.1301524308623,12.1262021689579,11.8237080021908,11.4791565664958,10.7177656526919,10.5829748327082,10.4866525951185,10.4866525951185
2000-02-09,17.030648803711,15.7441338580588,15.7370463170311,13.6209036103377,12.7015400074146,11.4246959817821,11.0426593678676,10.5873329958932,9.60416813603155,9.39132773659452,9.37594931083817,9.37594931083817
2000-02-10,16.707344309489,15.6379269917806,15.6212576124403,13.7286953594668,12.845957539069,11.6055110098302,11.2251222536275,10.7782348281741,9.80906308962977,9.59172152894917,9.65392034430255,9.65392034430255
2000-02-11,15.4189239501953,14.1429848933565,14.0436517474295,11.8322879655987,10.9357678448712,9.70153285936379,9.32430446691677,8.89117138110163,7.96784897792492,7.69704266172471,7.74844098007469,7.74844098007469
2000-02-12,13.7851030985515,12.4008929819301,12.4692281584174,10.2790809631348,9.35364512690791,8.09781251227724,7.67246190295884,7.23611084309766,6.20019174269692,6.13944362293591,6.38444691708213,6.38444691708213
2000-02-13,14.4688138326009,13.0565585039664,13.1120981881445,10.7977938442366,9.75347043395675,8.30531924017549,7.8269308845293,7.31242107472707,6.10310262986172,6.01507663148823,6.28256880107682,6.28256880107682
2000-02-14,17.5436206817627,16.4276821910472,16.4676125025841,14.6347900634117,13.7661224385418,12.5323214607677,12.1416100878101,11.6812381761511,10.6301551206612,10.5364037369237,10.6717987930566,10.6717987930566
2000-02-15,17.1100377400716,16.1379555743674,16.1747074112582,14.6457214030814,13.920322131606,12.8755848676309,12.5756872844914,12.1776579800145,11.3306486341689,11.1713706739021,11.131723424008,11.131723424008
2000-02-16,16.4282305399577,15.6278898045637,15.6538693278229,14.329502495299,13.7034873397262,12.8307665156222,12.5781956414427,12.2641531065525,11.5895224959762,11.464307865952,11.4017691227428,11.4017691227428
2000-02-17,16.4764692942302,15.5457141212796,15.5813739952,14.0373569272089,13.3482510299279,12.4078110574306,12.1257569101364,11.789228094253,11.064413419182,10.9046919504802,10.8761617627061,10.8761617627061
2000-02-18,16.243829981486,15.3050402820974,15.3307866048996,13.8296732882237,13.1423183764099,12.1695782584706,11.8753195409826,11.5163770943245,10.7356304733842,10.5794031200987,10.5675775829115,10.5675775829115
2000-02-19,17.866539255778,16.7342380357825,16.7590453546166,14.8973709268773,14.0728708943362,12.9527963134064,12.5920393436761,12.2115313314831,11.3241208771129,11.2275400103945,11.3127041063811,11.3127041063811
2000-02-20,17.7888205210368,16.7914485710255,16.8571920562978,15.1977197065422,14.3822685100415,13.2374289194743,12.8857024485969,12.4686520119442,11.5385082621634,11.4013046149052,11.460078744721,11.460078744721
2000-02-21,18.0688110351563,17.0225030429122,17.0967801031939,15.4738032780641,14.7150876968626,13.6540634681439,13.3289923137604,12.9613761448031,12.1518513997396,11.9962957208807,12.0786109255072,12.0786109255072
2000-02-22,17.6169900258382,16.5346650994342,16.5865762776342,14.9133604685466,14.2163395008713,13.2683379206164,12.9620309356876,12.6360682045437,11.9003598295612,11.761528674039,11.8783275738097,11.8783275738097
2000-02-23,17.4373254140218,16.0899902620178,16.1976630389919,14.1839569659944,13.3193923163035,12.149324013721,11.7902957730035,11.3956876551396,10.5386687902757,10.3210497422652,10.3593888734517,10.3593888734517
2000-02-24,17.393509165446,16.1465423473414,16.2010884690559,14.2695040817802,13.4736459358659,12.4051588124242,12.0810417547743,11.7081520405951,10.8918655866459,10.7215879266913,10.6908467476828,10.6908467476828
2000-02-25,16.2283175150554,14.9654169828996,15.040385358087,13.1821198754278,12.4046958115997,11.3360389534085,11.0220529522812,10.6358365804928,9.81507137910825,9.60882917461976,9.53124463265402,9.53124463265402
2000-02-26,13.5135608673096,12.2326956541642,12.2611779238529,10.2477523289674,9.41439611243192,8.28187702661279,7.93837114155156,7.54238110637567,6.67395010583198,6.50654552344122,6.50723034373505,6.50723034373505
2000-02-27,10.3170778910319,8.62999363774844,8.60272101917491,5.65107577168357,4.37093298775807,2.6664967942512,2.13487635713602,1.59493910407383,0.377256445237151,0.121543445009195,0.290774951064805,0.290774951064805
2000-02-28,12.0071210225423,10.377182482291,10.2832281675375,7.26475344718773,6.04282058231416,4.5100889447092,3.98527276441399,3.56200567089223,2.53567387145245,2.28419658776488,2.46777583339758,2.46777583339758
2000-02-29,13.8505518595378,12.5397688050201,12.609685150965,10.5683962882834,9.62722183308273,8.29661923112542,7.89859299881601,7.41441901963708,6.3869895464108,6.07754715428212,6.12451618930749,6.12451618930749
2000-03-01,14.7020882924398,13.2991288834724,13.3638309888,11.1310222463405,10.1864837020793,8.90775817783401,8.50223321252702,8.06163441008329,7.08161001794139,6.86710516033753,7.00692998651874,7.00692998651874
2000-03-02,14.6565547943115,13.2681836722554,13.3520024602897,11.2299846757389,10.2778691750986,8.95549902641909,8.54971319557961,8.10426253030875,7.11274843098209,6.92782647103974,7.07620254650453,7.07620254650453
2000-03-03,15.1589555104574,13.895374745908,13.964898323556,11.9814960966719,11.1077616757186,9.9107111481415,9.54459341210685,9.12891388324783,8.21779249685784,8.02096057082673,8.06192460311087,8.06192460311087
2000-03-04,16.0705619812012,14.7130932241246,14.8092824037048,12.7806642085948,11.8878729724379,10.6620203566278,10.2879072880399,9.87229951715102,8.95938335465797,8.76425797433564,8.81175150285691,8.81175150285691
