date,0,1,2,3,4,5,6,7,8,9,10,11,12
2000-01-01,16.734084065755148,16.734084065755148,15.857801729090154,15.243470913756143,14.38749463924015,15.247649129231732,12.33091704269935,12.540343238387898,11.920821330774986,11.472910352685057,10.564530046352601,9.688358561197857,9.688358561197857
2000-01-02,16.625675455729063,16.625675455729063,15.774156438291525,15.179241584328897,14.356121707761561,15.183976109822561,12.379890623129105,12.584825021442237,11.988027274229234,11.564130550691603,10.684836065174357,9.830000813802023,9.830000813802023
2000-01-03,15.13288650512702,15.13288650512702,14.291977232889314,13.699942600025773,12.867966262036939,13.703130976359068,10.851998740594444,11.054809763868311,10.445026735085314,9.985963659176981,9.09017420024452,8.198133087158228,8.198133087158228
2000-01-04,15.985897954304981,15.985897954304981,14.980602855308355,14.281722790587152,13.324590917112905,14.288451131184944,11.149807164860936,11.371694962346396,10.733271755685108,10.291760065363775,9.350941366016732,8.449836349487358,8.449836349487358
2000-01-05,16.3570209503174,16.3570209503174,15.349529981924855,14.647653609631023,13.682233270850395,14.653914388020906,11.542408338817188,11.7534721344134,11.136200662354227,10.703158196635691,9.799362098099897,8.948207473754898,8.948207473754898
2000-01-06,15.599024073282896,15.599024073282896,14.656539535522404,14.001591618855768,13.10538410879744,14.007986958821519,11.031487152859556,11.246723804755852,10.630922763511393,10.206227484516816,9.296126085079694,8.416061019897478,8.416061019897478
2000-01-07,15.544480895996145,15.544480895996145,14.56129667992686,13.87765505921602,12.94101381924215,13.88419176737465,10.800820367455108,11.019780127966987,10.389798487371065,9.95553499419123,9.027975942036806,8.144314066569061,8.144314066569061
2000-01-08,14.901958719889357,14.901958719889357,13.87379179312506,13.161346764657898,12.192287511001352,13.168994522094726,9.926601605762526,10.166567960181569,9.490137498302856,9.043741213042066,8.046271961082653,7.114066060384107,7.114066060384107
2000-01-09,15.582432683308937,15.582432683308937,14.589486632004274,13.90315028919877,12.974469296221608,13.911094919840645,10.867344909609562,11.088909318856686,10.469056609008403,10.064156863333224,9.148014958699564,8.288884099324562,8.288884099324562
2000-01-10,16.50977160135906,16.50977160135906,15.5424802618089,14.872818883260152,13.963671166556189,14.880211130777937,11.933770554641143,12.142915420185025,11.551724785656226,11.156921820804987,10.283980325025103,9.45820706685381,9.45820706685381
2000-01-11,16.928671137491857,16.928671137491857,15.96540193495398,15.298978611067234,14.395523665359105,15.306488927205388,12.368249372869604,12.57851439032269,11.986565079042023,11.596942537680524,10.72392036072506,9.908753331502233,9.908753331502233
2000-01-12,16.356899515787855,16.356899515787855,15.376106840644683,14.697406275132186,13.776867032597652,14.70500272115082,11.669114217356233,11.891340564298234,11.267320762647058,10.849588205622688,9.923560139852192,9.029100036621188,9.029100036621188
2000-01-13,15.994176483154313,15.994176483154313,15.059301393795565,14.40972776225965,13.521120221442438,14.41609980265298,11.429454897007274,11.64856195981448,11.023486853364815,10.60598222579081,9.688505111054688,8.84110031127927,8.84110031127927
2000-01-14,15.050995127360146,15.050995127360146,14.176234680375233,13.567563778746313,12.73244236671952,13.573241806030316,10.6983762046844,10.915489546566448,10.296041004941317,9.876386524068897,8.9637256355819,8.100748952229937,8.100748952229937
2000-01-15,13.776929473876939,13.776929473876939,13.004918321596982,12.465395863850858,11.71847485604527,12.46963717142735,9.851048486351523,10.050287850372444,9.47417276021431,9.067773148109191,8.216764342713484,7.384646352132147,7.384646352132147
2000-01-16,13.133430735270196,13.133430735270196,12.232819905000689,11.606939083922109,10.75041586120723,11.61303990681973,8.667451403972313,8.891499596813903,8.255916127727273,7.821896634156734,6.879927000552148,5.9644040425618625,5.9644040425618625
2000-01-17,15.258692042032893,15.258692042032893,14.243526401395023,13.540764819874482,12.586803747779234,13.548537190755228,10.357264404004566,10.594927878266025,9.928178134196193,9.48690943663148,8.49987246195473,7.561477279663144,7.561477279663144
2000-01-18,17.570322926839225,17.570322926839225,16.62764271754835,15.973138801724316,15.079190947517477,15.979725774129234,13.093057119435272,13.293724479284778,12.71766082278056,12.319921006827565,11.47014248937432,10.653808848063184,10.653808848063184
2000-01-19,19.06336237589527,19.06336237589527,18.214539277319776,17.619530277626225,16.790676781656146,17.623600896199523,14.95571764072711,15.131193821096728,14.601777412504065,14.196145831579566,13.415883286222984,12.621081288655688,12.621081288655688
2000-01-20,18.649157460530645,18.649157460530645,17.87521133422856,17.331160706164734,16.568975026771486,17.334370549519857,14.83830400664227,15.004845562133154,14.498827870686734,14.107403099673983,13.36264710721386,12.603320058186895,12.603320058186895
2000-01-21,16.96068534851077,16.96068534851077,16.19097877203252,15.649004536049063,14.88718260440456,15.651900227864642,13.011701034312026,13.203164727099278,12.629960935838646,12.19404302575127,11.347146130559983,10.48065401713056,10.48065401713056
2000-01-22,16.697212473551357,16.697212473551357,15.835996844721649,15.237502857283062,14.418484614135023,15.243339792887438,12.53931662899336,12.733942305702733,12.176665606730312,11.779991018361057,10.949495261491235,10.106025950113983,10.106025950113983
2000-01-23,16.007216389974023,16.007216389974023,15.09153885186885,14.454962517233485,13.583161832079439,14.46109161376961,11.589798944115193,11.794403013678435,11.20657842434832,10.797803014996404,9.929385905922485,9.086857096354231,9.086857096354231
2000-01-24,16.122535324096564,16.122535324096564,15.233403890273102,14.620816765579477,13.797628502282274,14.628584162394352,11.940494345887858,12.139217155812396,11.592060685277646,11.23663486612257,10.4205145609354,9.629696782429855,9.629696782429855
2000-01-25,17.83446019490552,17.83446019490552,16.978636403800646,16.379968486112478,15.549543564407939,16.38448232014978,13.670281237021273,13.855330329869025,13.305990821672225,12.899556784794186,12.090376828435444,11.28502171834302,11.28502171834302
2000-01-26,18.537018712361647,18.537018712361647,17.69965326895119,17.116503838931774,16.314980725888976,17.121775563557986,14.5448140243004,14.720396339581525,14.208179948637436,13.83500069366111,13.075620037543226,12.308696365356438,12.308696365356438
2000-01-27,18.564974085489855,18.564974085489855,17.710324323566812,17.113707665836184,16.28960875724773,17.11861890157081,14.340247083349773,14.541275155042605,13.956378638364896,13.537743566228103,12.673598755096021,11.820813115437772,11.820813115437772
