,T_z1,T_z2,T_z3,T_z4,T_z5,T_z6,T_z7,T_z8,T_z9,T_z10,T_z11,T_z12,T_z13,T_z14,T_z15,T_z16,T_z17,T_z18,T_z19
2020-01-28,24.41656647,21.08338176,18.51557173,17.49175766,16.58588399,15.54488267,15.50150117,14.9092204,13.94842101,12.33716133,11.85942378,11.66398456,11.49686478,11.19184659,11.11532745,11.11532745,11.11532745,11.11532745,11.11532745
2020-01-29,19.31900024,16.34136925,14.05529033,13.17921589,12.37493589,11.51039969,11.43238486,10.94727618,10.14832968,8.81008998,8.399021107,8.238948419,8.102048903,7.851739629,7.788995361,7.788995361,7.788995361,7.788995361,7.788995361
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,24.06940231,21.12654231,18.8582896,17.94875065,17.12941827,16.21942145,16.18702171,15.65768583,14.8007453,13.36342466,12.93934171,12.76467612,12.61532249,12.34278491,12.27440796,12.27440796,12.27440796,12.27440796,12.27440796
2020-02-02,24.10522232,21.34160819,19.20627604,18.32634133,17.5393226,16.65508617,16.65108033,16.12453255,15.28004357,13.86255192,13.4537829,13.28071119,13.13263907,12.86075409,12.79272995,12.79272995,12.79272995,12.79272995,12.79272995
2020-02-03,22.70080338,20.11104867,18.12424521,17.36959768,16.68952981,15.93169039,15.8562169,15.4426429,14.7590275,13.61429253,13.25974973,13.12386822,13.0075702,12.79311455,12.7395607,12.7395607,12.7395607,12.7395607,12.7395607
2020-02-04,20.26562653,17.49760489,15.39799546,14.70942449,14.07306303,13.38885833,13.1872077,12.87992741,12.33110151,11.41740384,11.08657371,10.98501709,10.89810965,10.73811276,10.69812927,10.69812927,10.69812927,10.69812927,10.69812927
2020-02-05,18.92118988,16.3451464,14.37729008,13.66815979,13.02336015,12.3139675,12.19633252,11.83235901,11.21633857,10.18666792,9.850930586,9.730659248,9.627793869,9.439603199,9.392442322,9.392442322,9.392442322,9.392442322,9.392442322
2020-02-06,18.95866928,16.54766724,14.69655507,13.98688234,13.35333221,12.63523391,12.57221361,12.17906361,11.53167352,10.4472778,10.11430654,9.984269867,9.873101997,9.670749023,9.619924164,9.619924164,9.619924164,9.619924164,9.619924164
2020-02-07,22.25736771,19.7768201,17.85973111,17.06760528,16.3296188,15.56299608,15.56206124,15.08679727,14.32523228,13.04683974,12.67899372,12.52215307,12.38805759,12.14370151,12.08235703,12.08235703,12.08235703,12.08235703,12.08235703
2020-02-08,24.74014816,21.7938596,19.52779115,18.64097232,17.80825101,16.95292213,16.89640003,16.39359992,15.57230021,14.195732,13.78084995,13.61479608,13.47281364,13.21388144,13.1489006,13.1489006,13.1489006,13.1489006,13.1489006
2020-02-09,24.31652985,21.41333735,19.17712391,18.28706194,17.44978633,16.59394283,16.55490968,16.04094954,15.20667981,13.80767955,13.39225532,13.22239212,13.0771794,12.81291223,12.74653015,12.74653015,12.74653015,12.74653015,12.74653015
2020-02-10,23.98462067,21.14705347,18.96285257,18.10012253,17.29258949,16.45854527,16.41295095,15.91884408,15.11454541,13.76610321,13.36300997,13.20041312,13.06130855,12.80600833,12.74212036,12.74212036,12.74212036,12.74212036,12.74212036
2020-02-11,23.86142502,21.20016685,19.15373644,18.35474811,17.60143787,16.83371267,16.78059561,16.32876419,15.59005844,14.35201187,13.97809719,13.82952545,13.70239777,13.46862679,13.41017685,13.41017685,13.41017685,13.41017685,13.41017685
2020-02-12,22.88035736,20.17452798,18.10605865,17.35396538,16.66045132,15.91818292,15.80213977,15.41156668,14.75336147,13.6528189,13.29721652,13.1684802,13.0583339,12.85597342,12.8053566,12.8053566,12.8053566,12.8053566,12.8053566
2020-02-13,21.58221207,18.73387048,16.56804033,15.8333973,15.1444312,14.42655538,14.24593347,13.89994448,13.29499188,12.28628502,11.93521761,11.82189438,11.72479459,11.54348644,11.49846039,11.49846039,11.49846039,11.49846039,11.49846039
2020-02-14,23.20082245,20.51164562,18.44515339,17.64471383,16.86400924,16.12018909,16.05964588,15.61098817,14.87521157,13.6423717,13.26736003,13.1202455,12.99430186,12.76140712,12.70332108,12.70332108,12.70332108,12.70332108,12.70332108
2020-02-15,24.43781433,21.50817384,19.25781152,18.39029886,17.54760786,16.73774462,16.66713187,16.1834955,15.38886215,14.05760015,13.65089052,13.49122318,13.35468509,13.10534244,13.04280624,13.04280624,13.04280624,13.04280624,13.04280624
2020-02-16,23.18040237,20.3325525,18.15374154,17.35343272,16.59980814,15.82610881,15.7130961,15.29204286,14.58582336,13.40457102,13.02674068,12.88815003,12.76955102,12.55121864,12.49665604,12.49665604,12.49665604,12.49665604,12.49665604
2020-02-17,20.16801605,17.72860961,15.86542698,15.19536712,14.60569406,13.91586203,13.80278476,13.45978074,12.87868004,11.90744993,11.59011466,11.47664083,11.37960687,11.2024505,11.15801392,11.15801392,11.15801392,11.15801392,11.15801392
2020-02-18,24.43279419,21.67995146,19.56134005,18.72620867,17.92331434,17.13681842,17.09089855,16.61364479,15.83619469,14.53284265,14.14253483,13.98659785,13.85303159,13.60459682,13.5427948,13.5427948,13.5427948,13.5427948,13.5427948
2020-02-19,25.19841919,22.3393047,20.13736104,19.26238041,18.41995731,17.59765991,17.55779325,17.05342662,16.23423902,14.86059525,14.45211746,14.28672781,14.14515427,13.88367276,13.81842194,13.81842194,13.81842194,13.81842194,13.81842194
2020-02-20,25.98293457,23.02440245,20.73797391,19.79355741,18.88785802,17.99941072,17.99818531,17.43173695,16.52395756,15.00013733,14.5615512,14.37568133,14.21661592,13.9236389,13.85043869,13.85043869,13.85043869,13.85043869,13.85043869
2020-02-21,23.08409653,20.67456514,18.81724266,18.07184459,17.36085924,16.6542718,16.62883041,16.19463368,15.49192694,14.31326965,13.96575986,13.82363312,13.70194099,13.47652518,13.42034683,13.42034683,13.42034683,13.42034683,13.42034683
2020-02-22,21.99398575,19.55947703,17.68090809,16.91796286,16.21586846,15.46792213,15.45205754,15.00214677,14.27702488,13.06036915,12.70525332,12.55761108,12.43125489,12.19840879,12.14024506,12.14024506,12.14024506,12.14024506,12.14024506
2020-02-23,21.69308624,19.17434178,17.23220863,16.44993761,15.70535871,14.96246334,14.93902416,14.48162192,13.74230764,12.50212198,12.1376024,11.98750475,11.85904298,11.62223015,11.56308517,11.56308517,11.56308517,11.56308517,11.56308517
2020-02-24,19.53458939,16.95070985,14.97068611,14.22894575,13.54146925,12.81465314,12.72804164,12.32818884,11.66337348,10.55062516,10.20145092,10.07090379,9.959046781,9.75020182,9.698335266,9.698335266,9.698335266,9.698335266,9.698335266
2020-02-25,20.29754028,17.38063357,15.13384903,14.23954519,13.40257143,12.53840029,12.49918035,11.98274969,11.14448144,9.738774462,9.321372601,9.151846271,9.006758401,8.739338077,8.672544098,8.672544098,8.672544098,8.672544098,8.672544098
2020-02-26,24.44809875,21.05761354,18.44382722,17.39338113,16.38822931,15.39575442,15.36161454,14.74883925,13.75760703,12.09493816,11.60530564,11.40347408,11.23084074,10.9147758,10.8355957,10.8355957,10.8355957,10.8355957,10.8355957
2020-02-27,24.41420898,20.92822491,18.25864774,17.26645903,16.30929891,15.37365845,15.24842486,14.71869375,13.83489081,12.35600186,11.88839226,11.71393146,11.56465893,11.29032175,11.22171173,11.22171173,11.22171173,11.22171173,11.22171173
2020-02-28,24.47942123,21.12664414,18.54886015,17.54424989,16.59359846,15.63160082,15.5626687,14.9957055,14.06811953,12.51360144,12.04333863,11.85652557,11.69672953,11.40399135,11.33067474,11.33067474,11.33067474,11.33067474,11.33067474
2020-02-29,24.94196854,21.97755676,19.68978244,18.75924499,17.8800592,16.99056532,16.97303238,16.42344889,15.53814171,14.05265579,13.61962171,13.43940478,13.28515207,13.00052129,12.92946396,12.92946396,12.92946396,12.92946396,12.92946396
2020-03-01,22.81815872,20.432137,18.59347931,17.85802919,17.16661729,16.45929128,16.43125538,16.00434964,15.31262095,14.15248656,13.80945805,13.66949301,13.54968243,13.32838613,13.27316437,13.27316437,13.27316437,13.27316437,13.27316437
2020-03-02,22.84638367,20.49561598,18.67544635,17.90810741,17.17242921,16.45146561,16.46787711,15.99845976,15.25107546,13.99584066,13.64044923,13.48570205,13.35338177,13.11195628,13.05138168,13.05138168,13.05138168,13.05138168,13.05138168
2020-03-03,23.11202393,20.7583209,18.94433377,18.21769214,17.52370445,16.8356815,16.80931247,16.38687242,15.70273641,14.5552887,14.21643636,14.07736182,13.95839594,13.74036546,13.68576965,13.68576965,13.68576965,13.68576965,13.68576965
2020-03-04,23.33498917,20.94798551,19.12558092,18.47362759,17.83632208,17.22781318,17.11395926,16.78256257,16.21966498,15.27904459,14.97003981,14.86061996,14.76701973,14.59545048,14.55249176,14.55249176,14.55249176,14.55249176,14.55249176
2020-03-05,25.64227448,22.7767916,20.59663879,19.85122568,19.11025415,18.42387222,18.24907983,17.8937592,17.27538364,16.2439389,15.88817029,15.7699728,15.66896238,15.48584823,15.43977127,15.43977127,15.43977127,15.43977127,15.43977127
2020-03-06,25.80588684,22.7724242,20.46259362,19.66425426,18.85831071,18.13617434,17.96073278,17.5740449,16.9051996,15.78906217,15.4086752,15.2802765,15.17052263,14.97102751,14.92088852,14.92088852,14.92088852,14.92088852,14.92088852
2020-03-07,23.16816101,20.53041102,18.52123151,17.82376173,17.11230507,16.4889421,16.3398192,15.9998371,15.41319899,14.43406814,14.1019679,13.98894432,13.89235434,13.71722974,13.67316589,13.67316589,13.67316589,13.67316589,13.67316589
2020-03-08,23.52280579,20.72686848,18.5977393,17.86111171,17.13394459,16.45137222,16.290333,15.93301047,15.31530495,14.28446395,13.93353595,13.81521584,13.71403132,13.52916444,13.48280869,13.48280869,13.48280869,13.48280869,13.48280869
2020-03-09,24.41472015,21.32640512,18.96683016,18.11475569,17.28219168,16.48718619,16.34868478,15.91013165,15.16864097,13.92915233,13.52586483,13.38069717,13.25657565,13.03026604,12.97346649,12.97346649,12.97346649,12.97346649,12.97346649
2020-03-10,24.8242775,21.60715999,19.15152658,18.27549703,17.40147902,16.60112715,16.44512542,16.00150635,15.24693576,13.98615738,13.57077212,13.42319916,13.29711619,13.0692012,13.0117775,13.0117775,13.0117775,13.0117775,13.0117775
2020-03-11,23.66256104,20.50225681,18.08558147,17.20330788,16.34121522,15.51883208,15.38771927,14.92714016,14.15243807,12.8569196,12.44001697,12.28751407,12.15713419,11.91969186,11.86006699,11.86006699,11.86006699,11.86006699,11.86006699
2020-03-12,22.48092041,19.50377784,17.24011482,16.47276968,15.70980774,15.00284994,14.81393989,14.45289708,13.82138714,12.76842725,12.40169597,12.28156694,12.17890418,11.99275989,11.94592438,11.94592438,11.94592438,11.94592438,11.94592438
2020-03-13,21.18879471,18.45848269,16.38910604,15.71794174,15.0457052,14.42959515,14.22294597,13.92901624,13.40003348,12.51985348,12.19680257,12.09979858,12.01676001,11.86332551,11.82504425,11.82504425,11.82504425,11.82504425,11.82504425
2020-03-14,21.78114471,18.98227057,16.85460686,16.13544309,15.41354522,14.75757424,14.57774663,14.24087298,13.65061854,12.66657225,12.32271107,12.21129583,12.11598322,11.94116179,11.89740143,11.89740143,11.89740143,11.89740143,11.89740143
2020-03-15,22.7460228,19.65379198,17.2983441,16.48026079,15.65058832,14.91469094,14.74028115,14.34121768,13.65282401,12.50383399,12.11433375,11.98220833,11.86921811,11.66278794,11.61102448,11.61102448,11.61102448,11.61102448,11.61102448
2020-03-16,21.10785828,18.21691383,16.01809736,15.26955052,14.51145264,13.83578478,13.6559876,13.30149439,12.68300105,11.65155256,11.29404548,11.17637585,11.07577811,10.89261557,10.84661636,10.84661636,10.84661636,10.84661636,10.84661636
2020-03-17,18.69067154,15.99366165,13.93348051,13.19145577,12.48319918,11.77409734,11.65084131,11.27023875,10.62591517,9.548956362,9.197618535,9.072500504,8.965397624,8.767544184,8.718175507,8.718175507,8.718175507,8.718175507,8.718175507
2020-03-18,20.50343475,17.36173798,14.95663952,14.0664945,13.19095511,12.36790747,12.25104109,11.7782545,10.98798181,9.665789763,9.24601476,9.090195632,8.956886681,8.712164346,8.650930023,8.650930023,8.650930023,8.650930023,8.650930023
2020-03-19,20.4613205,17.46703515,15.15994688,14.23846156,13.33448377,12.48545143,12.44913582,11.91505735,11.04922426,9.597149945,9.167265693,8.991098613,8.840449935,8.565318392,8.496316528,8.496316528,8.496316528,8.496316528,8.496316528
2020-03-20,20.59362564,17.57534191,15.25816088,14.37066295,13.50647867,12.67957909,12.60041696,12.10929875,11.30027233,9.945172564,9.528710543,9.366011689,9.226957074,8.97458991,8.91111908,8.91111908,8.91111908,8.91111908,8.91111908
2020-03-21,17.54187546,15.16221764,13.34190864,12.67465606,12.02698986,11.40096579,11.30519267,10.95505578,10.36722651,9.384069937,9.068960631,8.953242358,8.854282291,8.673467858,8.628129578,8.628129578,8.628129578,8.628129578,8.628129578
2020-03-22,17.16984711,15.05661372,13.42824869,12.77729066,12.15315756,11.53910355,11.51396763,11.13633694,10.52432339,9.497900275,9.194256491,9.069344584,8.962576466,8.76861764,8.719857788,8.719857788,8.719857788,8.719857788,8.719857788
2020-03-23,19.89600906,17.00995636,14.8036279,14.00100977,13.27040228,12.46889533,12.34547556,11.92839572,11.2256859,10.05070894,9.671245639,9.533012957,9.414849879,9.200002742,9.146012878,9.146012878,9.146012878,9.146012878,9.146012878
2020-03-24,20.51470718,17.14675119,14.58780265,13.72893238,12.87150949,12.08291339,11.85978179,11.46185528,10.76162943,9.594611931,9.18349232,9.051044548,8.937853249,8.732600581,8.68095932,8.68095932,8.68095932,8.68095932,8.68095932
2020-03-25,19.81852875,16.65724109,14.24128217,13.3659684,12.508209,11.69421903,11.55565868,11.10319667,10.3394,9.062470138,8.648387218,8.497933904,8.369391693,8.137065998,8.078527069,8.078527069,8.078527069,8.078527069,8.078527069
2020-03-26,20.72771225,17.60315676,15.20860809,14.31064586,13.4411157,12.59820096,12.4948598,12.01018134,11.20469288,9.856443145,9.433791338,9.274216506,9.137679438,8.886721022,8.823960876,8.823960876,8.823960876,8.823960876,8.823960876
2020-03-27,18.12212143,15.60484763,13.67356576,12.93962424,12.22784211,11.54072132,11.46826428,11.06579164,10.40066996,9.286884559,8.942095452,8.809109586,8.695397239,8.487931404,8.435876465,8.435876465,8.435876465,8.435876465,8.435876465
2020-03-28,18.18588028,15.55449568,13.54391338,12.81732928,12.10771486,11.42950883,11.3120898,10.93776267,10.30508841,9.247470507,8.903615611,8.779686308,8.673727477,8.480604833,8.432126617,8.432126617,8.432126617,8.432126617,8.432126617
2020-03-29,19.51579056,16.82172049,14.76276691,14.01653523,13.28804146,12.59136552,12.47354838,12.08763352,11.43628411,10.34733174,9.994331957,9.866417229,9.757073597,9.558252396,9.508290863,9.508290863,9.508290863,9.508290863,9.508290863
2020-03-30,21.95415649,19.07545261,16.87119386,16.05313845,15.26172447,14.49241709,14.38769872,13.95172055,13.22386584,12.00598938,11.62036534,11.47483663,11.35059468,11.12796645,11.07165298,11.07165298,11.07165298,11.07165298,11.07165298
2020-03-31,22.05993423,18.90011574,16.49417469,15.66308976,14.83868562,14.07243096,13.88902053,13.48680613,12.79088417,11.62958997,11.23356566,11.09980753,10.9855009,10.77831964,10.72618256,10.72618256,10.72618256,10.72618256,10.72618256
2020-04-01,20.79272614,17.91891998,15.73167745,14.98036937,14.21488476,13.54184849,13.37055691,13.0099454,12.3840269,11.33979465,10.98147202,10.86212963,10.76005691,10.57327828,10.52647552,10.52647552,10.52647552,10.52647552,10.52647552
2020-04-02,23.60502777,20.61808976,18.29933815,17.29476429,16.28383675,15.38920624,15.44088428,14.81066151,13.81544871,12.14287643,11.67925011,11.47244504,11.29549098,10.97013375,10.88878021,10.88878021,10.88878021,10.88878021,10.88878021
2020-04-03,22.29342041,19.04838723,16.5706133,15.68288127,14.77593056,13.98625509,13.83331437,13.3811633,12.61372648,11.33124212,10.91058051,10.76121669,10.63345893,10.39951612,10.34091339,10.34091339,10.34091339,10.34091339,10.34091339
2020-04-04,20.7282196,17.35144711,14.79281264,13.96624288,13.12609888,12.37917205,12.12010762,11.76058832,11.11176127,10.03238682,9.634276496,9.51461686,9.412325089,9.226228382,9.179475403,9.179475403,9.179475403,9.179475403,9.179475403
2020-04-05,18.77079163,15.62958209,13.2506993,12.48800756,11.7503307,11.02341608,10.7756801,10.44833919,9.854352663,8.866595268,8.498791566,8.389289545,8.295753465,8.127085876,8.084542847,8.084542847,8.084542847,8.084542847,8.084542847
2020-04-06,20.82110367,17.52807819,15.01222848,14.10431831,13.22049312,12.37007838,12.22170313,11.75481616,10.96516837,9.645211472,9.215454614,9.062104645,8.930817183,8.687922272,8.627355194,8.627355194,8.627355194,8.627355194,8.627355194
2020-04-07,22.85307846,19.43810613,16.82360372,15.85504441,14.90343309,14.00690847,13.88087981,13.36584229,12.50530912,11.06551871,10.60882807,10.43959473,10.29473749,10.027326,9.960580444,9.960580444,9.960580444,9.960580444,9.960580444
2020-04-08,21.60495911,18.5039088,16.11747966,15.17752928,14.25852876,13.38844993,13.33602838,12.79933948,11.92480826,10.45873955,10.01939468,9.842782259,9.691685907,9.41435216,9.344953156,9.344953156,9.344953156,9.344953156,9.344953156
2020-04-09,18.26167831,16.1714569,14.52829288,13.72415784,12.97302377,12.20560565,12.34513024,11.78861568,10.93633408,9.500356856,9.134679585,8.952272204,8.796211292,8.509623816,8.437924957,8.437924957,8.437924957,8.437924957,8.437924957
2020-04-10,17.06531296,15.04512882,13.46500316,12.72712962,12.03514108,11.33155916,11.42606945,10.9330957,10.16995046,8.885304824,8.547909915,8.386559714,8.248467259,7.993897884,7.930318451,7.930318451,7.930318451,7.930318451,7.930318451
2020-04-11,15.9386879,13.55413086,11.72315749,11.0204555,10.36037133,9.681829872,9.620646579,9.230880206,8.589337919,7.514701344,7.185050703,7.057536182,6.948326496,6.745435154,6.694936371,6.694936371,6.694936371,6.694936371,6.694936371
2020-04-12,15.85780106,12.65684588,10.19059321,9.205870791,8.363575301,7.333710483,7.2933382,6.722813783,5.797782247,4.246442238,3.787035625,3.59504139,3.431397286,3.143699794,3.070294952,3.070294952,3.070294952,3.070294952,3.070294952
2020-04-13,15.4403511,12.32264974,9.860173366,8.603653805,7.478014831,6.234344076,6.500619505,5.605343552,4.246132355,1.954379719,1.385668773,1.087742064,0.833505617,0.380263948,0.265351868,0.265351868,0.265351868,0.265351868,0.265351868
2020-04-14,18.84785995,15.86826927,13.53716069,12.44608105,11.4207489,10.38261568,10.52488636,9.794617388,8.664759712,6.762718491,6.263956904,6.022100222,5.815511454,5.44306627,5.34911499,5.34911499,5.34911499,5.34911499,5.34911499
2020-04-15,17.77552185,15.28714267,13.33891419,12.42069576,11.5533052,10.68450288,10.81056188,10.1926767,9.238280818,7.631397618,7.212002126,7.008435156,6.834404909,6.517593668,6.438024139,6.438024139,6.438024139,6.438024139,6.438024139
2020-04-16,18.45162354,16.16697734,14.37416313,13.51095068,12.71395941,11.88007498,12.0163497,11.42602009,10.51868373,8.990406259,8.597124158,8.403136887,8.237233417,7.933912135,7.85787735,7.85787735,7.85787735,7.85787735,7.85787735
2020-04-17,20.52458725,18.18459994,16.34756173,15.45951544,14.6030813,13.7815898,13.92554073,13.31643077,12.38106967,10.80547081,10.40106233,10.19997986,10.02814087,9.71671205,9.638337708,9.638337708,9.638337708,9.638337708,9.638337708
2020-04-18,21.39502869,18.76462154,16.73267856,15.89745052,15.08045835,14.31029243,14.30479031,13.80624115,13.00599065,11.66284361,11.27471247,11.10988644,10.96900382,10.71311242,10.64877853,10.64877853,10.64877853,10.64877853,10.64877853
2020-04-19,20.9781395,18.52550905,16.62265511,15.80327977,15.00738914,14.24895422,14.2854664,13.77425764,12.96554254,11.60659826,11.22814797,11.05895993,10.91439493,10.65276827,10.58688507,10.58688507,10.58688507,10.58688507,10.58688507
2020-04-20,21.45113525,18.7306157,16.62755091,15.75626287,14.92302429,14.1012488,14.10302589,13.57889449,12.73975524,11.33104531,10.92658153,10.75345168,10.60545359,10.33626712,10.26863251,10.26863251,10.26863251,10.26863251,10.26863251
2020-04-21,22.09850845,18.90783446,16.44859171,15.46254178,14.51811791,13.58720146,13.5525248,12.97870563,12.04972661,10.49158123,10.03181948,9.841808939,9.679428495,9.385075696,9.311006165,9.311006165,9.311006165,9.311006165,9.311006165
2020-04-22,20.75461731,17.8685661,15.64315203,14.74650245,13.90255426,13.04164971,13.01501078,12.49056275,11.64297175,10.22114174,9.803342005,9.629752598,9.481397761,9.212310553,9.144616699,9.144616699,9.144616699,9.144616699,9.144616699
2020-04-23,17.57663879,14.84534634,12.74744816,11.93919105,11.22657263,10.40016686,10.33311047,9.882813708,9.142783743,7.903022591,7.524061429,7.37356472,7.245128712,7.015965693,6.957887268,6.957887268,6.957887268,6.957887268,6.957887268
2020-04-24,15.00892792,11.85988382,9.451745602,8.572253623,7.791231158,6.893859732,6.762841582,6.303490266,5.530990792,4.239138122,3.823573362,3.671583933,3.541628138,3.304649664,3.245175934,3.245175934,3.245175934,3.245175934,3.245175934
