,T_z1,T_z2,T_z3,T_z4,T_z5,T_z6,T_z7,T_z8,T_z9,T_z10,T_z11,T_z12,T_z13,T_z14,T_z15,T_z16,T_z17,T_z18,T_z19
2020-07-25,8.813451385,5.746685133,3.382688247,2.433663706,1.577769272,0.629330114,0.596797335,0.04381512,-0.851040097,-2.352002623,-2.794426466,-2.978343313,-3.13540168,-3.417733834,-3.489046478,-3.489046478,-3.489046478,-3.489046478,-3.489046478
2020-07-26,10.97922287,8.597115443,6.741623648,5.909585852,5.213119706,4.334552842,4.406155198,3.868285461,3.027013138,1.612051413,1.229715125,1.049828642,0.896403707,0.624578573,0.555467224,0.555467224,0.555467224,0.555467224,0.555467224
2020-07-27,10.56442032,7.415869428,4.988426318,4.012107428,3.216017259,2.156815531,2.12465138,1.554654852,0.632876055,-0.913327151,-1.368359146,-1.560846447,-1.724813386,-2.011053614,-2.084322357,-2.084322357,-2.084322357,-2.084322357,-2.084322357
2020-07-28,10.62284241,7.407684288,4.899289878,3.756496033,2.776297779,1.594159146,1.711317809,0.962760229,-0.203195497,-2.16491973,-2.68902886,-2.940961274,-3.155604696,-3.531127107,-3.627153778,-3.627153778,-3.627153778,-3.627153778,-3.627153778
2020-07-29,13.8277832,10.44953706,7.82032053,6.651165079,5.616072093,4.436794879,4.527777103,3.777338167,2.600937719,0.622678827,0.084870238,-0.170033684,-0.386898118,-0.759846624,-0.855970764,-0.855970764,-0.855970764,-0.855970764,-0.855970764
2020-07-30,12.28016434,8.964122406,6.391965627,5.286940606,4.32327984,3.191615771,3.237065003,2.549088923,1.459990538,-0.370001514,-0.880538348,-1.111477903,-1.308350372,-1.655167288,-1.743574524,-1.743574524,-1.743574524,-1.743574524,-1.743574524
2020-07-31,13.28543243,10.40819623,8.16526712,7.151580859,6.276264101,5.232953571,5.328624035,4.66901475,3.639466205,1.907543136,1.4421873,1.221042761,1.032508434,0.700131675,0.615434265,0.615434265,0.615434265,0.615434265,0.615434265
2020-08-01,14.53213272,11.85814227,9.781142296,8.87596358,8.098309214,7.160573613,7.211587833,6.64070811,5.740742878,4.228035886,3.810597116,3.618744765,3.45523077,3.167952741,3.094632721,3.094632721,3.094632721,3.094632721,3.094632721
2020-08-02,12.9779335,11.1164254,9.628507683,8.79141619,8.016896119,7.217226789,7.46558375,6.831864263,5.886490684,4.290131533,3.915157663,3.703284914,3.522650466,3.204103541,3.122941589,3.122941589,3.122941589,3.122941589,3.122941589
2020-08-03,13.74373016,12.54827194,11.54246708,10.7572504,10.00665707,9.29182119,9.705762486,9.016028634,8.027358188,6.352077038,6.010307885,5.779842822,5.583409937,5.238096483,5.149987793,5.149987793,5.149987793,5.149987793,5.149987793
2020-08-04,13.86778793,11.79422206,10.16596523,9.377174277,8.642896278,7.887139883,8.016354032,7.474477898,6.64275661,5.241681868,4.882561816,4.702176211,4.548236369,4.2736462,4.204045868,4.204045868,4.204045868,4.204045868,4.204045868
2020-08-05,12.63946686,9.422838077,6.936189306,5.905656305,4.981188843,3.948759211,3.950648402,3.330528092,2.33781268,0.671272018,0.19290482,-0.014171485,-0.19087142,-0.505695241,-0.585535431,-0.585535431,-0.585535431,-0.585535431,-0.585535431
2020-08-06,11.66079102,9.881557776,8.469099986,7.716779003,7.068246253,6.300250023,6.488136178,5.936974185,5.106991085,3.706601452,3.367677538,3.185296212,3.029528276,2.749083379,2.678296661,2.678296661,2.678296661,2.678296661,2.678296661
2020-08-07,13.84029922,12.13746567,10.75093723,9.859865341,9.078107782,8.190356824,8.545802691,7.822991318,6.765090378,4.975776391,4.581666803,4.341434758,4.13645989,3.771614754,3.679048157,3.679048157,3.679048157,3.679048157,3.679048157
2020-08-08,15.10403595,12.92908857,11.19187084,10.21991191,9.332910202,8.391934066,8.675749328,7.942268543,6.847083702,4.997895743,4.562263431,4.318921057,4.111192975,3.739384243,3.645288086,3.645288086,3.645288086,3.645288086,3.645288086
2020-08-09,14.82516251,12.31767967,10.34197232,9.355014178,8.466801324,7.492737079,7.682685962,6.98961723,5.932843527,4.151673593,3.703907267,3.47333821,3.276563994,2.925398634,2.836408234,2.836408234,2.836408234,2.836408234,2.836408234
2020-08-10,10.79285202,8.175667377,6.115371277,5.094338184,4.202736202,3.167544295,3.356200334,2.6432055,1.554225737,-0.280969403,-0.74461362,-0.979291958,-1.17992916,-1.54537805,-1.637140656,-1.637140656,-1.637140656,-1.637140656,-1.637140656
2020-08-11,9.9230896,7.735411434,5.982217341,4.975956931,4.074915331,3.08496132,3.399643013,2.629198578,1.483518308,-0.451606857,-0.901454248,-1.157052106,-1.375234775,-1.765605527,-1.864416504,-1.864416504,-1.864416504,-1.864416504,-1.864416504
2020-08-12,9.661000824,6.921385081,4.762827361,3.684760871,2.71761127,1.650588033,1.857825397,1.100892369,-0.053312141,-1.998692295,-2.48780492,-2.739314292,-2.9540025,-3.338028431,-3.435243988,-3.435243988,-3.435243988,-3.435243988,-3.435243988
2020-08-13,9.793214417,6.881695647,4.591561758,3.464901316,2.466895855,1.33815354,1.538720658,0.756045973,-0.441227369,-2.458659973,-2.970695697,-3.231432323,-3.453909205,-3.850047169,-3.950537109,-3.950537109,-3.950537109,-3.950537109,-3.950537109
2020-08-14,8.451696014,5.462797119,3.141931781,2.133784371,1.264345194,0.223005702,0.276333364,-0.357630503,-1.357986537,-3.039306867,-3.504425608,-3.717183195,-3.89855718,-4.218099931,-4.299551392,-4.299551392,-4.299551392,-4.299551392,-4.299551392
2020-08-15,8.654714203,6.016967197,3.946923722,2.949594191,2.068758133,1.065748271,1.223427995,0.541056505,-0.507597314,-2.273924831,-2.728277324,-2.957021373,-3.152009876,-3.495251725,-3.582777405,-3.582777405,-3.582777405,-3.582777405,-3.582777405
2020-08-16,10.60918579,7.939108139,5.830015244,4.753080771,3.775847189,2.722322784,2.951327375,2.183654744,1.018329359,-0.946536717,-1.433929188,-1.691553732,-1.911095537,-2.296201503,-2.394560242,-2.394560242,-2.394560242,-2.394560242,-2.394560242
2020-08-17,11.00798187,8.232611412,6.046457505,4.957154646,3.969882341,2.901535311,3.108664702,2.345088288,1.180185991,-0.783144844,-1.277485674,-1.534493856,-1.753415477,-2.13546011,-2.233267212,-2.233267212,-2.233267212,-2.233267212,-2.233267212
2020-08-18,8.732526398,5.815132454,3.534974905,2.477956848,1.547054481,0.478862073,0.605982504,-0.096155834,-1.185039271,-3.017748368,-3.501497353,-3.736461888,-3.936826808,-4.291068216,-4.381220245,-4.381220245,-4.381220245,-4.381220245,-4.381220245
2020-08-19,9.248254395,6.348491952,4.064792441,2.928823513,1.962098659,0.785623613,0.999226288,0.203888699,-1.00990189,-3.055568018,-3.571186007,-3.837965755,-4.065338787,-4.464792267,-4.566744232,-4.566744232,-4.566744232,-4.566744232,-4.566744232
2020-08-20,12.60312424,9.648019177,7.315877898,6.134301238,5.061355556,3.90568267,4.148548732,3.310710797,2.036887931,-0.110635004,-0.645848882,-0.930753532,-1.173028351,-1.587316521,-1.694376373,-1.694376373,-1.694376373,-1.694376373,-1.694376373
2020-08-21,15.83575211,12.51627863,9.91301334,8.666700419,7.49932786,6.311437266,6.501495845,5.652786762,4.346630966,2.146836337,1.578634562,1.290369872,1.045163622,0.624318119,0.515748596,0.515748596,0.515748596,0.515748596,0.515748596
2020-08-22,16.84499512,13.50985102,10.89470851,9.644543214,8.497845542,7.282118212,7.470757935,6.620361587,5.311169351,3.106322343,2.536266328,2.246633054,2.000371016,1.579970241,1.471246338,1.471246338,1.471246338,1.471246338,1.471246338
2020-08-23,11.47440872,8.571701967,6.315040842,5.322548053,4.441298805,3.442025836,3.507822373,2.876819598,1.884637572,0.216577729,-0.240598581,-0.453746272,-0.635254156,-0.950904683,-1.031843567,-1.031843567,-1.031843567,-1.031843567,-1.031843567
2020-08-24,10.38016281,7.126313135,4.622720217,3.638542893,2.785964775,1.76618161,1.707991318,1.14724164,0.232835838,-1.299990613,-1.760132377,-1.951977335,-2.115067256,-2.39291701,-2.464842224,-2.464842224,-2.464842224,-2.464842224,-2.464842224
2020-08-25,9.626779175,6.031583516,3.253394049,2.107067271,1.1066227,-0.069803527,-0.07359165,-0.760425354,-1.861514809,-3.709778545,-4.242206691,-4.476259075,-4.675323464,-5.016407304,-5.104467773,-5.104467773,-5.104467773,-5.104467773,-5.104467773
2020-08-26,9.120420074,5.276431484,2.32101042,1.169369038,0.20936878,-1.021986335,-1.102407601,-1.752261044,-2.81551058,-4.597377244,-5.136475273,-5.354026305,-5.539628733,-5.86957334,-5.953333282,-5.953333282,-5.953333282,-5.953333282,-5.953333282
2020-08-27,9.17661438,6.264606885,3.993836741,2.964277493,2.052138154,1.015601002,1.116363972,0.444646909,-0.60292533,-2.365288791,-2.837745373,-3.065983305,-3.260141387,-3.593629949,-3.679632568,-3.679632568,-3.679632568,-3.679632568,-3.679632568
2020-08-28,8.962049103,5.945724757,3.608046843,2.612735377,1.804098927,0.725397723,0.756082129,0.141520153,-0.833984725,-2.472750771,-2.933132718,-3.137993795,-3.312838947,-3.625094882,-3.704199219,-3.704199219,-3.704199219,-3.704199219,-3.704199219
2020-08-29,9.483262634,5.663272434,2.722022211,1.55648433,0.560825777,-0.660080527,-0.718142767,-1.38801609,-2.477116823,-4.303215167,-4.847544406,-5.071252543,-5.26217176,-5.602894593,-5.689237976,-5.689237976,-5.689237976,-5.689237976,-5.689237976
2020-08-30,10.27297745,7.017171372,4.500260221,3.457294161,2.538567699,1.476940505,1.478570689,0.851032785,-0.153591037,-1.840118603,-2.324263843,-2.533433359,-2.711973188,-3.031190755,-3.112017059,-3.112017059,-3.112017059,-3.112017059,-3.112017059
2020-08-31,11.01181946,8.281997665,6.162575827,5.243151487,4.395154025,3.499927471,3.547784004,2.970298695,2.058713425,0.526639673,0.102382445,-0.091601742,-0.256947051,-0.547741205,-0.621923828,-0.621923828,-0.621923828,-0.621923828,-0.621923828
2020-09-01,9.049951172,6.904390129,5.216892232,4.387376777,3.65728965,2.821541342,2.968534428,2.39261516,1.511466382,0.026732391,-0.350294075,-0.542396498,-0.706276607,-0.997377489,-1.071302795,-1.071302795,-1.071302795,-1.071302795,-1.071302795
2020-09-02,9.780118561,7.199174372,5.174878252,4.204788908,3.383977824,2.372421801,2.520450396,1.859353979,0.842162109,-0.870998898,-1.313217488,-1.533218772,-1.720980794,-2.056200837,-2.141134644,-2.141134644,-2.141134644,-2.141134644,-2.141134644
2020-09-03,11.24076233,8.240597328,5.909969709,4.893025744,4.014148092,2.965864669,3.024537254,2.382478591,1.370653394,-0.330121314,-0.799030311,-1.012816291,-1.195299437,-1.521626806,-1.604246521,-1.604246521,-1.604246521,-1.604246521,-1.604246521
2020-09-04,13.24241409,10.38868605,8.160342472,7.136512623,6.263292753,5.199875512,5.31356584,4.638306683,3.588780011,1.822635773,1.35356991,1.126205652,0.932512005,0.59401578,0.507413483,0.507413483,0.507413483,0.507413483,0.507413483
2020-09-05,10.90444336,7.594275108,5.032947347,3.960783773,3.03504366,1.925932247,1.939503245,1.28803303,0.248479931,-1.497140762,-1.994173727,-2.214241539,-2.401668382,-2.728154492,-2.811808014,-2.811808014,-2.811808014,-2.811808014,-2.811808014
2020-09-06,12.92385635,10.09559288,7.873375862,6.790904729,5.817373389,4.74678937,4.929474622,4.182850954,3.038260372,1.109946358,0.617433451,0.365931786,0.151718422,-0.221740369,-0.317392731,-0.317392731,-0.317392731,-0.317392731,-0.317392731
2020-09-07,13.79661331,10.8424872,8.527686298,7.428123165,6.439680397,5.350049689,5.508962273,4.764600457,3.616960527,1.684424402,1.182665015,0.933074203,0.720317906,0.345853742,0.250360107,0.250360107,0.250360107,0.250360107,0.250360107
2020-09-08,12.6586586,9.905324153,7.750395944,6.738063237,5.857823165,4.824433182,4.959439471,4.279936995,3.229551239,1.461166787,0.998605403,0.770952092,0.576864543,0.234609614,0.147405243,0.147405243,0.147405243,0.147405243,0.147405243
2020-09-09,13.21346436,10.46405167,8.297399406,7.213627863,6.30565899,5.169398667,5.378664915,4.616912851,3.455730667,1.498537508,1.006921619,0.750954682,0.532862546,0.151070605,0.053468323,0.053468323,0.053468323,0.053468323,0.053468323
2020-09-10,14.28318176,11.91870584,10.06483232,9.179265811,8.384361255,7.505943089,7.638748126,7.036706924,6.109697172,4.548517,4.14467628,3.945423385,3.775214587,3.468122766,3.390683746,3.390683746,3.390683746,3.390683746,3.390683746
2020-09-11,13.72557602,11.05109236,8.95924698,7.98265203,7.103785532,6.135914542,6.260414606,5.608075025,4.598164992,2.898134468,2.451570498,2.23562712,2.051157197,1.718262135,1.634324646,1.634324646,1.634324646,1.634324646,1.634324646
2020-09-12,13.96734772,11.34771795,9.280761027,8.235442007,7.284686885,6.263699627,6.47683284,5.736530688,4.610584245,2.712423045,2.238833242,1.992063058,1.781535654,1.407348038,1.312348938,1.312348938,1.312348938,1.312348938,1.312348938
2020-09-13,13.99436722,11.42126357,9.383254615,8.318259379,7.353216708,6.311426987,6.559992743,5.789173282,4.624302628,2.659461307,2.178691663,1.921344373,1.701863118,1.313210621,1.214372253,1.214372253,1.214372253,1.214372253,1.214372253
2020-09-14,17.85607681,15.30941668,13.28230751,12.17877184,11.16821476,10.10169766,10.39860084,9.57919922,8.350054333,6.275496064,5.779492174,5.50280681,5.267283917,4.859593586,4.754830933,4.754830933,4.754830933,4.754830933,4.754830933
2020-09-15,14.99947128,12.73343255,10.92891975,9.943168159,9.065274621,8.088205615,8.356074584,7.622606459,6.523022852,4.667044671,4.22414037,3.978828446,3.769687992,3.400931924,3.306970215,3.306970215,3.306970215,3.306970215,3.306970215
2020-09-16,14.27301559,12.06770742,10.30326991,9.303114269,8.485677184,7.423691369,7.725579157,6.965155845,5.832143298,3.918738146,3.471060555,3.217595923,3.001397264,2.61795999,2.520516968,2.520516968,2.520516968,2.520516968,2.520516968
2020-09-17,17.20281372,14.529312,12.41646982,11.33300801,10.36077025,9.290310181,9.524786918,8.750253635,7.575504583,5.594608656,5.104493022,4.845811089,4.62519721,4.23465626,4.135324097,4.135324097,4.135324097,4.135324097,4.135324097
2020-09-18,17.85642014,15.14128553,13.00344182,11.94203018,10.97284459,9.938751125,10.1370919,9.394939906,8.261867515,6.352303572,5.870424206,5.625022203,5.415377093,5.036841023,4.94141922,4.94141922,4.94141922,4.94141922,4.94141922
2020-09-19,18.85439453,16.09567663,13.91837978,12.81462519,11.8302951,10.73299684,10.9602727,10.17731347,8.987063517,6.980415768,6.4804844,6.220930137,5.999296757,5.601227621,5.500642395,5.500642395,5.500642395,5.500642395,5.500642395
2020-09-20,18.72629318,15.89949888,13.66926739,12.54218789,11.53451328,10.41634266,10.64523616,9.847423108,8.633829453,6.587934508,6.077261441,5.812719546,5.586834797,5.181286959,5.078794098,5.078794098,5.078794098,5.078794098,5.078794098
2020-09-21,18.57231674,15.87138807,13.73285464,12.61849272,11.63333368,10.51869204,10.77573918,9.970668911,8.753384062,6.700226458,6.197016479,5.930268764,5.702485399,5.293214934,5.189817047,5.189817047,5.189817047,5.189817047,5.189817047
2020-09-22,18.63237534,15.76052408,13.50326202,12.40018024,11.43892969,10.31765003,10.50688958,9.744274054,8.575991252,6.607646825,6.10594206,5.853708649,5.638229616,5.249203327,5.151132202,5.151132202,5.151132202,5.151132202,5.151132202
2020-09-23,19.58092651,16.61112829,14.27912254,13.14946549,12.14258639,11.01595263,11.20052562,10.4245134,9.233405089,7.226927406,6.712615115,6.455486264,6.235886481,5.84069267,5.740922546,5.740922546,5.740922546,5.740922546,5.740922546
2020-09-24,19.11366043,15.95433515,13.49871152,12.42114257,11.45552248,10.37917675,10.44813731,9.764394718,8.688606117,6.880079588,6.383573102,6.156577906,5.962728779,5.614190065,5.52616272,5.52616272,5.52616272,5.52616272,5.52616272
2020-09-25,13.08087311,10.91278284,9.220660318,8.44694659,7.752153936,6.982848979,7.065318176,6.557013226,5.76601019,4.435043547,4.080359572,3.910918116,3.766331146,3.508698327,3.443364716,3.443364716,3.443364716,3.443364716,3.443364716
2020-09-26,10.53376923,7.940092753,5.918767217,5.007724646,4.24288832,3.28341932,3.366640365,2.775168392,1.851309632,0.297270934,-0.121104843,-0.316734508,-0.483889131,-0.786319077,-0.862486267,-0.862486267,-0.862486267,-0.862486267,-0.862486267
2020-09-27,13.65335617,10.36033069,7.770825764,6.500049502,5.356943047,4.100906308,4.324313519,3.443095162,2.094353892,-0.178203741,-0.75590047,-1.047476571,-1.296547046,-1.745837897,-1.859144592,-1.859144592,-1.859144592,-1.859144592,-1.859144592
2020-09-28,15.9923912,12.88840854,10.45098785,9.270053547,8.189050553,7.039439484,7.232864108,6.421519918,5.176230212,3.078474425,2.540827761,2.271483337,2.041522484,1.629167676,1.52489624,1.52489624,1.52489624,1.52489624,1.52489624
2020-09-29,11.94053421,9.096106912,6.882621439,5.899548476,5.055783684,4.037789175,4.112770637,3.482439609,2.493989254,0.831836793,0.379555784,0.171079801,-0.007059088,-0.329524472,-0.410719299,-0.410719299,-0.410719299,-0.410719299,-0.410719299
2020-09-30,10.67988358,8.094044653,6.087855887,5.224046848,4.473746344,3.586270867,3.623852674,3.084957233,2.232424517,0.799852716,0.400875826,0.223852536,0.072405289,-0.205559842,-0.275118256,-0.275118256,-0.275118256,-0.275118256,-0.275118256
2020-10-01,10.9160553,8.357644816,6.37193272,5.513328656,4.772317374,3.885712583,3.926911098,3.389212912,2.539625408,1.111859609,0.715501231,0.538830022,0.38769171,0.110453457,0.041059113,0.041059113,0.041059113,0.041059113,0.041059113
2020-10-02,11.05085144,8.407710513,6.358124684,5.480395527,4.704298278,3.815772307,3.848959324,3.30408444,2.440705301,0.990096224,0.584406966,0.404381931,0.250511599,-0.028899035,-0.0991539,-0.0991539,-0.0991539,-0.0991539,-0.0991539
2020-10-03,9.959291077,7.332802704,5.307165883,4.489336189,3.7541811,2.934798831,2.912097835,2.432736564,1.658567924,0.359829652,-0.02113729,-0.180133688,-0.315969243,-0.56136124,-0.623205566,-0.623205566,-0.623205566,-0.623205566,-0.623205566
2020-10-04,9.868348694,7.340299008,5.402807275,4.675860375,4.00128121,3.289856264,3.206390008,2.813768594,2.161417635,1.069474733,0.727342278,0.59839014,0.488010393,0.284210811,0.233346558,0.233346558,0.233346558,0.233346558,0.233346558
2020-10-05,13.76856003,11.99667262,10.58686514,9.821977687,9.118394962,8.382137294,8.585747325,8.018965508,7.168261323,5.732509649,5.388595366,5.20211509,5.04270084,4.75267348,4.679811096,4.679811096,4.679811096,4.679811096,4.679811096
2020-10-06,13.57300339,11.91179524,10.56377327,9.717210008,9.02992079,8.13071716,8.453627703,7.774435168,6.777410809,5.091498276,4.716288192,4.494523593,4.304745459,3.955315549,3.867997742,3.867997742,3.867997742,3.867997742,3.867997742
2020-10-07,14.81512604,12.36004748,10.42514696,9.456431958,8.609382438,7.628938365,7.817128657,7.13582298,6.097462602,4.347260548,3.907880432,3.684986239,3.49423618,3.142907818,3.055127716,3.055127716,3.055127716,3.055127716,3.055127716
2020-10-08,15.45170364,12.71453303,10.56177596,9.503757746,8.563990774,7.506495468,7.69387044,6.959406053,5.835638972,3.942100137,3.461205415,3.22006633,3.013816259,2.63629394,2.541707611,2.541707611,2.541707611,2.541707611,2.541707611
2020-10-09,17.7016655,15.14814975,13.13240116,12.10874731,11.16723843,10.17801716,10.39071182,9.663707899,8.558910939,6.696273532,6.232713237,5.993237225,5.788534589,5.416433213,5.322915649,5.322915649,5.322915649,5.322915649,5.322915649
2020-10-10,18.8065239,16.12616207,14.02259651,13.0087654,12.06259403,11.09328903,11.25439747,10.56055762,9.494362704,7.698477714,7.236626231,7.008314454,6.813100087,6.457109446,6.36776886,6.36776886,6.36776886,6.36776886,6.36776886
2020-10-11,19.98104248,17.18412324,14.98111322,13.88393318,12.88713685,11.81339549,12.02155994,11.25271771,10.07966516,8.102614342,7.604671967,7.351449569,7.134983333,6.741223426,6.642293549,6.642293549,6.642293549,6.642293549,6.642293549
2020-10-12,20.50708923,17.54953606,15.24319025,14.19723561,13.21273957,12.21699498,12.32018332,11.63762628,10.57321879,8.78252317,8.302557844,8.077014375,7.884273148,7.534991526,7.44708786,7.44708786,7.44708786,7.44708786,7.44708786
2020-10-13,19.72159729,17.08482475,15.02035582,14.0470905,13.14071438,12.20695333,12.34070328,11.68564041,10.67388374,8.970415187,8.525891268,8.309282595,8.124215284,7.78963959,7.70534668,7.70534668,7.70534668,7.70534668,7.70534668
2020-10-14,16.79174957,14.79311123,13.23139319,12.50905084,11.85153584,11.14260868,11.22805581,10.74908798,10.00588663,8.755055374,8.424382486,8.265528203,8.129866241,7.885869797,7.824254608,7.824254608,7.824254608,7.824254608,7.824254608
2020-10-15,19.95031891,17.54323414,15.64937884,14.71546586,13.88627592,12.95267237,13.12102443,12.47115238,11.47753474,9.803195533,9.378872822,9.164220089,8.980808103,8.648897369,8.565312958,8.565312958,8.565312958,8.565312958,8.565312958
2020-10-16,19.12539063,16.86572028,15.09237613,14.23796461,13.47465585,12.62399428,12.75918913,12.17458711,11.27619026,9.762951018,9.373709102,9.18059308,9.015578318,8.716856094,8.641641235,8.641641235,8.641641235,8.641641235,8.641641235
2020-10-17,20.25019226,17.91363051,16.07831749,15.18682152,14.37829547,13.50312439,13.65125564,13.03761401,12.09630398,10.51054267,10.10478976,9.903090625,9.730602324,9.415461027,9.336438751,9.336438751,9.336438751,9.336438751,9.336438751
2020-10-18,18.52584229,15.9977926,14.05097966,13.27811137,12.57116816,11.80796676,11.77154602,11.32649018,10.60338489,9.390888572,9.030034048,8.884679617,8.760172183,8.528472159,8.470845795,8.470845795,8.470845795,8.470845795,8.470845795
2020-10-19,17.27933273,14.59799346,12.53326613,11.71418296,10.97901108,10.15621808,10.11679,9.64548833,8.879536193,7.595221689,7.212750912,7.05840318,6.926252253,6.681568451,6.620576477,6.620576477,6.620576477,6.620576477,6.620576477
2020-10-20,18.48645172,15.62048012,13.41347269,12.5374637,11.7322301,10.87107667,10.82965281,10.32529845,9.505794995,8.131666106,7.722644941,7.557084154,7.415388492,7.154185936,7.088948822,7.088948822,7.088948822,7.088948822,7.088948822
2020-10-21,17.9016777,15.05823533,12.88417722,12.09190957,11.34860903,10.57945502,10.4596067,10.04697247,9.35232714,8.190761136,7.816288943,7.680006876,7.563444756,7.3501314,7.296681976,7.296681976,7.296681976,7.296681976,7.296681976
2020-10-22,18.00681458,15.89406394,14.23839655,13.45124827,12.70092921,11.96324661,12.07808012,11.54485977,10.72291893,9.338811476,8.979651896,8.804863464,8.655313869,8.380535217,8.311807251,8.311807251,8.311807251,8.311807251,8.311807251
2020-10-23,18.54555283,16.30449143,14.56466925,13.81049462,13.1011955,12.38041405,12.41918404,11.94581561,11.19841804,9.942312116,9.594273426,9.439260894,9.306577933,9.061677889,9.000547028,9.000547028,9.000547028,9.000547028,9.000547028
2020-10-24,17.1761261,14.89245586,13.12419277,12.37852837,11.69199297,10.96331526,10.97922251,10.52294392,9.796541597,8.57653758,8.231197278,8.082781057,7.955591064,7.717660251,7.658620453,7.658620453,7.658620453,7.658620453,7.658620453
2020-10-25,14.58521042,11.39208981,8.954926119,8.086183936,7.307310051,6.426519747,6.270073536,5.830623218,5.082841192,3.833443778,3.42146391,3.276071336,3.151738831,2.924657607,2.867707825,2.867707825,2.867707825,2.867707825,2.867707825
2020-10-26,17.77922974,14.99553748,12.84157757,11.93990762,11.11355423,10.22818254,10.24008212,9.692190518,8.81792713,7.349860204,6.931866361,6.752421723,6.598813799,6.315036808,6.244229889,6.244229889,6.244229889,6.244229889,6.244229889
2020-10-27,14.58930359,12.03578784,10.08029493,9.353493636,8.685094212,7.967285203,7.875253654,7.487204891,6.839789687,5.756453439,5.413919414,5.287533723,5.179194305,4.975923409,4.925550079,4.925550079,4.925550079,4.925550079,4.925550079
2020-10-28,13.28385696,10.58096741,8.490144972,7.617673431,6.818296552,5.961186529,5.969633011,5.441099733,4.596875305,3.179364732,2.77473755,2.602359288,2.454695256,2.179725,2.111356354,2.111356354,2.111356354,2.111356354,2.111356354
2020-10-29,17.41057739,14.63423097,12.4725738,11.50735959,10.62108681,9.679212888,9.758767038,9.13704764,8.163518073,6.526261554,6.082493785,5.87890131,5.704650707,5.383324098,5.303083038,5.303083038,5.303083038,5.303083038,5.303083038
2020-10-30,19.47106323,16.38764443,13.9797243,12.87239625,11.85102761,10.77714965,10.9018419,10.17098538,9.035301584,7.124136685,6.616871369,6.376353335,6.170683477,5.795238364,5.70105896,5.70105896,5.70105896,5.70105896,5.70105896
2020-10-31,21.0594574,18.16655057,15.90608492,14.86066537,13.8897334,12.88287288,13.00660582,12.31347401,11.23793092,9.427762129,8.94918505,8.721391593,8.526561484,8.170050797,8.080716705,8.080716705,8.080716705,8.080716705,8.080716705
2020-11-01,19.75182495,17.18165814,15.16925991,14.22019306,13.36284237,12.42608091,12.55659751,11.91764039,10.93084547,9.269392368,8.83593968,8.626166354,8.446726408,8.117915075,8.035573578,8.035573578,8.035573578,8.035573578,8.035573578
2020-11-02,20.01299057,17.46877855,15.47160762,14.50702477,13.62315094,12.68487401,12.83995329,12.17878858,11.16328524,9.45271709,9.013408336,8.795962719,8.610023969,8.270630787,8.18549118,8.18549118,8.18549118,8.18549118,8.18549118
2020-11-03,20.81364594,18.24348062,16.23729778,15.3188461,14.47109714,13.58071559,13.6799818,13.07598176,12.13635753,10.5552753,10.1343044,9.936120951,9.766566804,9.455287018,9.37740097,9.37740097,9.37740097,9.37740097,9.37740097
2020-11-04,19.48328934,17.00763945,15.09560987,14.31132549,13.57240063,12.82112429,12.81382496,12.34666715,11.59627793,10.33688914,9.972328725,9.819277272,9.688260551,9.446180482,9.38578186,9.38578186,9.38578186,9.38578186,9.38578186
2020-11-05,18.19985733,15.71147217,13.79450472,13.03031613,12.30951168,11.57670902,11.54460444,11.1025962,10.38552611,9.183005974,8.826408073,8.68165557,8.557721976,8.328294289,8.271100616,8.271100616,8.271100616,8.271100616,8.271100616
2020-11-06,19.66565475,16.82172216,14.62075287,13.69761592,12.82850282,11.94504401,11.95942663,11.39744673,10.5012525,8.996285049,8.568448798,8.383889605,8.225975855,7.93574097,7.863156891,7.863156891,7.863156891,7.863156891,7.863156891
2020-11-07,21.64718018,18.81793776,16.61347388,15.62187918,14.68851615,13.7440271,13.83351682,13.19082798,12.18643827,10.4970104,10.04152994,9.829879146,9.648904838,9.318765108,9.235925293,9.235925293,9.235925293,9.235925293,9.235925293
2020-11-08,20.57647476,17.74282484,15.55302772,14.64906354,13.81153525,12.93200657,12.92995037,12.38808331,11.51952755,10.06157186,9.641738436,9.464343227,9.312471847,9.031534465,8.961476898,8.961476898,8.961476898,8.961476898,8.961476898
2020-11-09,19.71978531,17.13737195,15.13110506,14.25496229,13.45230253,12.59424392,12.64600047,12.09242927,11.22025934,9.75420255,9.35025922,9.169166709,9.014137698,8.727518524,8.656026459,8.656026459,8.656026459,8.656026459,8.656026459
2020-11-10,20.62199173,17.69871962,15.43483362,14.47848204,13.58839771,12.66342746,12.68577402,12.09959678,11.16690481,9.600365029,9.157551195,8.965470476,8.801064366,8.497722198,8.421990967,8.421990967,8.421990967,8.421990967,8.421990967
2020-11-11,18.10346756,15.86926626,14.12715835,13.33779395,12.60934397,11.84343224,11.92045137,11.4057152,10.60282909,9.252127017,8.889865685,8.721487927,8.57735659,8.311151592,8.244721985,8.244721985,8.244721985,8.244721985,8.244721985
2020-11-12,19.32791672,16.7905648,14.82453704,13.98945352,13.20850396,12.40483401,12.42938479,11.9148993,11.09765558,9.724835244,9.338447309,9.169844471,9.025538082,8.759374297,8.692914581,8.692914581,8.692914581,8.692914581,8.692914581
