date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2000-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-03,0.0,0.0,0.0,0.04468369548910812,0.6329895855889915,1.1060167385457003,1.2574001483592983,1.872574815936962,2.0820105929328063,2.2743731052954295,2.5826054409671118,2.823897658438234,2.6349987272259625,2.2503047813865074,1.8681379250346914,1.7025235748884076,1.9526448593993864,1.9486247478944427,1.7254985586961735,1.867740126331452,2.6255128847388125,0.8713518212778228,0.0,0.0
2000-01-04,0.0,0.0,0.0,0.0,0.0,0.00123467772353256,0.04505472502510857,0.08563617192712818,0.11720231466824683,0.13910841911835947,0.17475500946784342,0.17139538613626884,0.13156971600072787,0.0676784625507678,0.03691397189977436,0.023218904981648948,0.008574104882812163,0.0034273842100724893,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-17,0.0,0.0,0.0,0.09059734730344748,0.2648270045970632,0.4396117933744383,0.9490837454992281,0.861669810011471,1.0336173026153417,1.1367822700897403,1.467756249976331,2.25653554526838,3.596019003010326,4.917328334127762,5.719417752392449,5.65485546309006,6.425078768969722,7.422976194872921,8.393375697911921,9.205855016615683,10.12886069167935,12.404378728813375,13.453401506561598,13.49356334378021
2000-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018935095992787024,0.0035966245597166186,0.007214661631768017,0.011448554894024469,0.019751596313433428,0.03129380037344697,0.048321684464771246,0.03914190940507309,0.01936526835373818,0.040256379390066814,0.13128770696068778,0.016516125430522614,0.0,0.0
2000-01-19,0.0,0.0,0.0,0.0,0.007369635459117604,0.026717651124084807,0.013518454615054215,0.01142492312556767,0.022740074528410658,0.054071915553225734,0.07271518304239724,0.10234484317612104,0.11362245235523183,0.1058861789715438,0.10119524737610175,0.14212214445633728,0.2669776983640514,0.3651455702674877,0.384160307457703,0.46188915689383414,0.691078530280185,0.23373547570955636,0.0,0.0
2000-01-20,0.0,0.0,0.0,0.007534192431027773,0.10702577407791487,0.20992231635883069,0.17030827376863183,0.21084477931973655,0.2629790462895447,0.3345205511883595,0.41378670508651894,0.5204975345829788,0.5264573768662636,0.48523276945405736,0.4229289565112903,0.4145154475588451,0.5072000244207702,0.5146121567836326,0.4604587588382983,0.5026075158383578,0.7046561992561271,0.23373547570955636,0.0,0.0
2000-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019487509062111367,0.0007506106197397621,0.003251807761560287,0.0024144758727286733,0.030849266014256443,0.06215867739545366,0.030586989033246005,0.0,0.0
2000-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006166389427768799,0.06545101410417394,0.08600140170011505,0.11594652486088586,0.1689188183176954,0.13825508042415915,0.1051965519796692,0.14361674358637266,0.05214332047319325,0.0,0.0
2000-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006166389427768799,0.06545101410417394,0.08600140170011505,0.11594652486088586,0.1689188183176954,0.13825508042415915,0.1051965519796692,0.14361674358637266,0.05214332047319325,0.0,0.0
2000-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008015972463591306,0.07965464372435936,0.12159422690862559,0.1280392106919736,0.17060987608924616,0.14491035244845862,0.11400417142578649,0.16017332474473928,0.05214332047319325,0.0,0.0
2000-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008015972463591306,0.07965464372435936,0.12159422690862559,0.1280392106919736,0.17060987608924616,0.1450014023071379,0.11431169077305182,0.16076749026263254,0.05214332047319325,0.0,0.0
2000-01-26,0.0,0.0,0.0,0.06521839767715917,0.9974110569476412,1.8784741151465945,2.2551152268727095,3.4939731055191636,3.8783622441330583,4.257369677788912,4.838642442606938,5.2873161672631825,5.034885632896958,4.522322699993648,4.565613878799262,4.775265932297631,5.5511838152177,6.092976043114665,5.4640267395508735,5.277370432738563,7.346299467490364,2.4845403847594474,0.0,0.0
2000-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.785118177599707e-05,0.02631026723937183,0.0214590462849517,0.038112738894945,0.12818791704117005,0.343631040951943,0.7060251924708543,1.0429254782770463,1.3523420511551298,0.9580104116018199,0.9468897379677115,0.5737015393141847,0.2037403932639457,0.23274651265401203,0.12339486728883553,0.0,0.0
2000-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.03511516750025543,0.07284535923691388,0.11457306770783333,0.11447055513212982,0.14097383163972566,0.2968639272026559,0.6009693514358766,1.0049472052898967,1.2532468772139864,1.5307445672990383,1.0867426267101195,1.090742722247928,0.6695262268668721,0.23009916866282185,0.23274651265401203,0.12339486728883553,0.0,0.0
2000-01-29,0.0,0.0,0.0,0.08917409255803266,0.1967867547299324,0.3935981259133531,0.600787118414922,0.7911849763208444,1.0315046062747382,1.2518674965365775,1.5227049941375073,1.8231759552944742,2.2063688047862886,3.0122029045514704,3.589617976590018,4.206464979251199,4.337752424436194,4.377762541420218,6.169098681836145,5.425512420440377,2.3654483236641943,1.577484103712885,1.8216368685063635,2.086962174887609
2000-01-30,0.0,0.07830535643598434,0.2844761120464079,0.5704108851936242,0.47737876613073993,0.5352967204611426,0.5703970483535701,0.5610717091578452,0.7179937952109778,0.7855825921388313,0.8469007262200632,0.869151667347026,1.1218188789221355,1.6397893877674539,2.093325156017511,2.547520267883428,2.27178078406613,2.616763781855768,2.471493377584797,2.491230068528909,2.6714345373673933,3.5430989608002177,3.9386599039294072,3.9395885660190775
2000-01-31,0.0,0.07830535643598434,0.2844761120464079,0.6007183560096919,0.56473891476062,0.6821045079945658,0.7457920405806386,0.7080459055724043,0.8672408642287851,0.9555451935538928,1.056613310908017,1.1396600535371657,1.4627437953896858,2.0115377825746155,2.419433003212779,2.810087998272483,2.5154399416208824,2.7567012779302065,2.4826882483873236,2.491230068528909,2.6714345373673933,3.5430989608002177,3.9386599039294072,3.9395885660190775
2000-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-05,0.0,0.481740584658279,1.490534726911696,1.4468114103767298,1.2471118767479235,1.298284104945136,1.8793017386087558,2.4081652336273947,2.9367705749904154,3.054093919945563,3.473937724947961,4.385996251980111,6.068083285176358,7.16655641040765,8.13767773532468,8.687538584198887,7.098979355005249,5.237522701438057,3.8204013188694375,2.776316094119465,5.155905080488217,1.5715891012533554,0.0,0.0
2000-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033598189465575,0.1918878391380298,0.8397748682404792,1.7467699034745778,2.1688267735417015,3.080677975687546,4.256533643079373,4.253397298688105,2.643987633550593,3.3859644648411558,1.3918504946509667,0.0,0.0
