date,0,1,2,3,4,5,6,7,8,9,10,11
2000-01-01,2.25809713683134E-05,2.25809713683134E-05,2.33934714228094E-05,2.19604585478368E-05,2.08523999398429E-05,1.67143047019894E-05,1.67940148469123E-05,1.52000889989816E-05,1.30684713486945E-05,1.24113283521053E-05,1.37559711674839E-05,1.37559711674839E-05
2000-01-02,2.25809713683134E-05,2.25809713683134E-05,2.33934714228094E-05,2.19604585478368E-05,2.08523999398429E-05,1.67143047019894E-05,1.67940148469123E-05,1.52000889989816E-05,1.30684713486945E-05,1.24113283521053E-05,1.37559711674839E-05,1.37559711674839E-05
2000-01-03,1.70594852590966E-05,1.70594852590966E-05,1.75949019022662E-05,1.66556390989825E-05,1.59344852416358E-05,1.32413033816537E-05,1.32931808528146E-05,1.22091910666915E-05,1.08191910395389E-05,1.00201994216929E-05,1.08344851028619E-05,1.08344851028619E-05
2000-01-04,2.08581312790557E-05,2.08581312790557E-05,2.14393812036917E-05,2.04235158761525E-05,1.96474169423969E-05,1.67490401970623E-05,1.68048702389372E-05,1.56434251972073E-05,1.41307780639261E-05,1.32724168143536E-05,1.40143810583027E-05,1.40143810583027E-05
2000-01-05,2.12603526925648E-05,2.12603526925648E-05,2.17936860161435E-05,2.07911219083766E-05,1.99532097937549E-05,1.68239889147859E-05,1.68842655965492E-05,1.56721172559441E-05,1.40344701356847E-05,1.34246384411491E-05,1.42228527053589E-05,1.42228527053589E-05
2000-01-06,2.20629229161773E-05,2.20629229161773E-05,2.25941729710873E-05,2.15475383004177E-05,2.06272086294185E-05,1.71901956399052E-05,1.72564011735502E-05,1.59452758641892E-05,1.41440993942029E-05,1.36272087303269E-05,1.45004230418522E-05,1.45004230418522E-05
2000-01-07,2.3094104850685E-05,2.3094104850685E-05,2.34774381855374E-05,2.25908997326776E-05,2.16923191648074E-05,1.83365291895248E-05,1.84011701631819E-05,1.71527814265627E-05,1.5376016766896E-05,1.50780334848832E-05,1.58066049706917E-05,1.58066049706917E-05
2000-01-08,2.35730263682399E-05,2.35730263682399E-05,2.37771930216013E-05,2.3176231503787E-05,2.24676692458356E-05,1.98215112861404E-05,1.98724829584515E-05,1.87461146608444E-05,1.73487617523867E-05,1.601052624827E-05,1.64980262695735E-05,1.64980262695735E-05
2000-01-09,2.38019061491457E-05,2.38019061491457E-05,2.40435728257419E-05,2.33410087085454E-05,2.25179775646162E-05,1.94443303471063E-05,1.95035365400688E-05,1.82123473554357E-05,1.66158767337479E-05,1.52572639149996E-05,1.60581567101303E-05,1.60581567101303E-05
2000-01-10,2.45021782347976E-05,2.45021782347976E-05,2.45771781699489E-05,2.39496141224057E-05,2.29628924931343E-05,1.92779357176374E-05,1.93489172735771E-05,1.78510016737351E-05,1.59386486904409E-05,1.47057497079978E-05,1.57209282534154E-05,1.57209282534154E-05
2000-01-11,2.40275504488352E-05,2.40275504488352E-05,2.39796339123188E-05,2.34698581580371E-05,2.24739790673263E-05,1.87548233358352E-05,1.88264636498705E-05,1.72907859410663E-05,1.5359021294865E-05,1.39239792775113E-05,1.49150506807416E-05,1.49150506807416E-05
