date,0,1,2,3,4,5,6,7,8,9,10,11
2000-01-01,84004.875,84004.875,85524.8663736979,83555.7684795673,82753.7925502232,79758.7769886364,79816.4685377038,78712.3978515625,77167.2912683824,77074.4377790179,78069.5297851563,78069.5297851563
2000-01-02,84004.875,84004.875,85524.8663736979,83555.7684795673,82753.7925502232,79758.7769886364,79816.4685377038,78712.3978515625,77167.2912683824,77074.4377790179,78069.5297851563,78069.5297851563
2000-01-03,83971.7607421875,83971.7607421875,85501.9461263021,83520.1132562099,82713.5998883929,79701.6390565814,79759.6570142663,78648.0642003677,77094.4342141544,76991.5719866071,77993.0473632813,77993.0473632813
2000-01-04,83964.37890625,83964.37890625,85499.1038411458,83511.4436097756,82702.6305803572,79682.0815577652,79740.2649456522,78625.1124540441,77067.1606272978,76961.1999162946,77966.1030273438,77966.1030273438
2000-01-05,83962.1259765625,83962.1259765625,85490.9552408854,83510.1285807292,82702.9903738839,79688.6960523201,79746.7589588995,78633.5614085478,77078.9522863052,76970.7066127232,77974.201171875,77974.201171875
2000-01-06,84079.1259765625,84079.1259765625,85611.5489908854,83626.2401091747,82817.5153459821,79797.2959576231,79855.4729959239,78740.0855928309,77182.4158318015,77073.9330357143,78079.3588867188,78079.3588867188
2000-01-07,84070.865234375,84070.865234375,85608.9423828125,83616.5569411058,82805.2921316964,79775.5868252841,79833.9465862772,78715.2452435662,77152.5393497243,77044.8656529018,78052.4155273438,78052.4155273438
2000-01-08,84109.34375,84109.34375,85650.5498046875,83654.7616686699,82843.0079520089,79811.4767992424,79869.8717306386,78750.5824793199,77186.9298713235,77079.85546875,78088.04296875,78088.04296875
2000-01-09,84069.5263671875,84069.5263671875,85605.0428059896,83616.5090895433,82807.5496651786,79786.4539240057,79844.6478430706,78729.0134420956,77170.7911994485,77062.6448102679,78067.59375,78067.59375
2000-01-10,83986.130859375,83986.130859375,85518.6013997396,83535.3783052885,82730.4630301339,79724.4703480114,79782.3733440897,78672.7537109375,77122.1635569853,77017.619140625,78016.6000976563,78016.6000976563
2000-01-11,83876.5576171875,83876.5576171875,85412.3430989583,83425.479291867,82619.9822823661,79611.8170868845,79669.7619310462,78558.3577090993,77006.628538603,76894.2709263393,77893.0083007813,77893.0083007813
2000-01-12,83915.0615234375,83915.0615234375,85445.1346028646,83463.8013070913,82657.9794921875,79648.6012961648,79706.5695057744,78594.3073644301,77042.3495289522,76927.6555524554,77929.7436523438,77929.7436523438
2000-01-13,83871.6201171875,83871.6201171875,85398.3364257813,83422.1944861779,82619.6487165179,79622.5050603693,79680.2376019022,78572.715992647,77027.0586741728,76914.5227399554,77912.6440429688,77912.6440429688
2000-01-14,83864.4541015625,83864.4541015625,85399.873046875,83411.9855018029,82604.005859375,79586.5691583807,79644.6925951087,78530.0553079044,76973.7603975184,76863.0645926339,77866.8349609375,77866.8349609375
2000-01-15,83770.9091796875,83770.9091796875,85311.4508463542,83317.1169120593,82506.7735770089,79480.5095584754,79538.8030315897,78420.4027688419,76859.692198989,76745.0570591518,77752.4838867187,77752.4838867187
2000-01-16,83760.080078125,83760.080078125,85306.3696289063,83304.7987279648,82491.7963169643,79455.601858428,79514.0866168478,78392.4016314338,76826.6169232537,76714.7314453125,77726.173828125,77726.173828125
2000-01-17,84000.666015625,84000.666015625,85534.9679361979,83549.4165665064,82743.6139787947,79734.3075875947,79792.2744140625,78680.5837431066,77128.6062270221,77018.0513392857,78020.0971679688,78020.0971679688
2000-01-18,84315.17578125,84315.17578125,85842.8111979167,83865.9301883013,83063.7059151786,80067.7629024621,80125.4723165761,79018.5550091912,77473.4536649816,77362.0746372768,78359.4057617187,78359.4057617187
2000-01-19,84223.48828125,84223.48828125,85747.7112630208,83775.4857271635,82975.4811662946,79987.8277698864,80045.3775050951,78941.1403837316,77400.1847081802,77285.8182198661,78279.0004882813,78279.0004882813
2000-01-20,83963.6552734375,83963.6552734375,85493.5532226562,83514.7270883413,82713.0696149554,79719.2433416193,79776.9119819973,78670.1213120404,77125.8604319853,77008.8465401786,78002.8505859375,78002.8505859375
2000-01-21,83887.3427734375,83887.3427734375,85425.7509765625,83436.7837289664,82632.2140066964,79627.5118075284,79685.3899456522,78574.4391084559,77024.7799172794,76906.73828125,77905.990234375,77905.990234375
2000-01-22,83963.0986328125,83963.0986328125,85491.7905273438,83513.7172726362,82711.2505580357,79714.4021366004,79772.1289911685,78664.4784237132,77119.0494829963,77004.8363560268,78003.2924804688,78003.2924804688
2000-01-23,84002.5224609375,84002.5224609375,85535.4288736979,83551.1763070913,82745.2010323661,79735.2497336648,79793.2289826766,78681.5062844669,77129.1230238971,77019.990234375,78021.8159179687,78021.8159179687
2000-01-24,84142.1083984375,84142.1083984375,85634.1416015625,83700.6724509215,82912.3939732143,79968.5321673769,80025.2383661685,78933.8814108456,77414.3276884191,77273.0153459821,78239.095703125,78239.095703125
2000-01-25,84259.74609375,84259.74609375,85756.9877929688,83818.1454326923,83029.5728236607,80084.6125710227,80141.3399286685,79036.2170266544,77516.4077435662,77271.1481584821,78229.107421875,78229.107421875
2000-01-26,84305.9208984375,84305.9208984375,85797.8937174479,83865.4612630208,83078.9261997768,80141.5752544981,80198.1560377038,79096.9589039522,77580.8472311581,77344.0729631697,78298.5444335938,78298.5444335938
2000-01-27,84279.498046875,84279.498046875,85779.4749348958,83837.5198317308,83048.2730189732,80100.794921875,80157.5707795516,79050.9257467831,77529.6710363052,77279.3433314732,78236.4345703125,78236.4345703125
2000-01-28,84327.123046875,84327.123046875,85837.4708658854,83880.6115284455,83083.26953125,80105.5595999053,80162.917798913,79043.926171875,77507.4485638787,77247.6335100447,78216.8662109375,78216.8662109375
2000-01-29,84196.55078125,84196.55078125,85714.3090820312,83747.7770432692,82946.3953683036,79953.5990767046,80011.247877038,78886.3979090073,77342.3701516544,77080.2999441964,78056.2265625,78056.2265625
