date,0,1,2,3,4,5,6,7,8,9,10,11
2000-01-01,0.007483995635994,0.007483995635994,0.007682328946733,0.007423931526808,0.007316674188977,0.006916116785512,0.006923832530763,0.006749274976113,0.006537980833502,0.006304174154398,0.006376495584846,0.006376495584846
2000-01-02,0.007483995635994,0.007483995635994,0.007682328946733,0.007423931526808,0.007316674188977,0.006916116785512,0.006923832530763,0.006749274976113,0.006537980833502,0.006304174154398,0.006376495584846,0.006376495584846
2000-01-03,0.007567353895865,0.007567353895865,0.007807145545181,0.007497930818667,0.007373961037956,0.006910990256901,0.006919908241126,0.00677742742632,0.006527603894938,0.006708603926069,0.006794853921747,0.006794853921747
2000-01-04,0.006358758895658,0.006358758895658,0.006575008912478,0.006297092228077,0.006186973178826,0.005775728583985,0.005783650191481,0.005642582412453,0.005423155937152,0.005476080288645,0.005561258847592,0.005561258847592
2000-01-05,0.0062440407346,0.0062440407346,0.006482999092744,0.006177822789118,0.006059576457898,0.005617980159128,0.005626486416947,0.005468173122362,0.005235614313963,0.005246005054297,0.005357165791793,0.005357165791793
2000-01-06,0.004846819269005,0.004846819269005,0.005010152613977,0.004800344911368,0.004717354987016,0.004407425342255,0.004413395368433,0.004274569279925,0.004113304578727,0.00390806924718,0.003979319240898,0.003979319240898
2000-01-07,0.004370224603917,0.004370224603917,0.004540641258548,0.004323237423355,0.00423933174378,0.003925982169511,0.003932018072152,0.003801386359298,0.003639151060077,0.003509688897923,0.003596474605729,0.003596474605729
2000-01-08,0.004452864202904,0.004452864202904,0.004666197535698,0.004396966768232,0.004297149920603,0.003924379366005,0.003931559866507,0.003788275978021,0.003595084804521,0.003535542753525,0.00364723916573,0.00364723916573
2000-01-09,0.002251426964904,0.002251426964904,0.002334760295677,0.002228221836632,0.002186784107575,0.002032033024878,0.002035013920803,0.001954779907058,0.001876618141999,0.001694105550476,0.001740176979638,0.001740176979638
2000-01-10,0.00328483080375,0.00328483080375,0.00342878914671,0.003246561574111,0.003178223664041,0.002923012632616,0.002927928640376,0.002810021990787,0.002680271995076,0.002490187941086,0.00257108079677,0.00257108079677
2000-01-11,0.002734329282248,0.002734329282248,0.003007037622107,0.002670739541571,0.002557186433218,0.002133117188571,0.002141285831148,0.001978623434715,0.001766402856661,0.001718793617848,0.001908704327434,0.001908704327434
2000-01-12,0.004356690289569,0.004356690289569,0.004582315297739,0.004298613364555,0.004194904569886,0.003807599362159,0.003815059836716,0.003682160860797,0.003481837323531,0.003545976021477,0.003678565306473,0.003678565306473
2000-01-13,0.005179773113923,0.005179773113923,0.00541331479811,0.005118106446342,0.005007987397091,0.00459674280225,0.004604664409746,0.004441037816201,0.004228170165409,0.004119594589741,0.004240398164256,0.004240398164256
2000-01-14,0.003442615488893,0.003442615488893,0.003683865489923,0.003383512923998,0.003277972629543,0.002883827602614,0.00289141982933,0.002759586071753,0.002558336066603,0.002656365503623,0.002815740488586,0.002815740488586
2000-01-15,0.005364662909415,0.005364662909415,0.005701746267732,0.005280560351168,0.005130377211442,0.004569511449628,0.00458031513794,0.004368310032399,0.004081957113778,0.004030377250664,0.004237162967911,0.004237162967911
2000-01-16,0.004672868875787,0.004672868875787,0.004929327231366,0.004607484264013,0.004490726028702,0.004054687091742,0.004063086300764,0.003898368919652,0.003673692460528,0.003629654654235,0.003773493925109,0.003773493925109
2000-01-17,0.003811256290646,0.003811256290646,0.003970006291638,0.003768692190836,0.003692684869748,0.003408832074263,0.003414299794594,0.003295668087187,0.003148653392461,0.00302893490464,0.0031068813405,0.0031068813405
2000-01-18,0.003810846013948,0.003810846013948,0.003986471027019,0.003764820371707,0.003682631724847,0.0033756944873,0.003381606872173,0.003228963648572,0.003073345997323,0.002760846011889,0.002852721016097,0.002852721016097
2000-01-19,0.003124193564872,0.003124193564872,0.003375443578989,0.003064129465201,0.002956872144361,0.002556314804348,0.002564030548377,0.002401531833054,0.002200678902141,0.002085443599883,0.002254193595036,0.002254193595036
2000-01-20,0.003641510949819,0.003641510949819,0.003836927612914,0.00359183145972,0.003503118084544,0.003171813952521,0.003178195705202,0.003054349154905,0.002883540319197,0.002860082363311,0.002969635927002,0.002969635927002
2000-01-21,0.003466898633633,0.003466898633633,0.003650648630961,0.003420103758123,0.003336541480426,0.003024474356084,0.003030485555507,0.002917428005757,0.002755619169244,0.002759577183627,0.002858148622181,0.002858148622181
2000-01-22,0.002918749218225,0.002918749218225,0.003084165871163,0.0028770184469,0.002802499212391,0.002524203743881,0.002529564416087,0.002407410960672,0.002266146246727,0.002109642061571,0.002204999203968,0.002204999203968
2000-01-23,0.002497676134226,0.002497676134226,0.002701009475762,0.002449342801507,0.002363033278795,0.002040706443068,0.002046915270393,0.001940617316765,0.00177570555431,0.001866961848074,0.00199580113258,0.00199580113258
2000-01-24,0.003079008311033,0.003079008311033,0.003240883306717,0.003039200619708,0.002968115456627,0.002702644683957,0.002707758320194,0.002601875964747,0.002465390675763,0.002395436859972,0.002480883296812,0.002480883296812
2000-01-25,0.003680278081447,0.003680278081447,0.003800694753105,0.003653034490969,0.003604385222258,0.003422702316928,0.003426201987642,0.003335645724163,0.003240219250951,0.003045992393579,0.003072778112255,0.003072778112255
2000-01-26,0.003526148269884,0.003526148269884,0.003584481610839,0.003519353399334,0.003507219701922,0.003461905857407,0.003462778716272,0.003420707105269,0.003391707110089,0.00317864826606,0.003126148265437,0.003126148265437
2000-01-27,0.004699099779827,0.004699099779827,0.004868266449193,0.004665702343351,0.004606064063929,0.004383342198597,0.004387632383125,0.004281437994488,0.004164408584577,0.003963921090222,0.004000349683338,0.004000349683338
2000-01-28,0.005372550775064,0.005372550775064,0.005626092436917,0.005309409744745,0.005196657904889,0.004775581033865,0.004783692035784,0.004642683072426,0.004423859525773,0.004518443552245,0.004656925695599,0.004656925695599
2000-01-29,0.005729647411499,0.005729647411499,0.005973189069967,0.00566874997756,0.005560004559811,0.005153889854255,0.005161712647152,0.005026676850256,0.004814735679161,0.004911433186083,0.00503839745943,0.00503839745943
