,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0005683276449014425,0.00394826947116654,0.01541859245050448,0.05264157544756936,0.17435081205668387,0.5026009644039564,0.8722664356453277,0.8142996068224724,0.8140787595198673
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0001454235939854199,0.0023077194765556658,0.016812711837739306,0.06952303253353241,0.17295163320728896,0.5026009644039564,0.8722664356453277,0.8142996068224724,0.8140787595198673
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0004576406489105573,0.001858146263878628,0.010098092838095185,0.04913507422009526,0.18098047988242674,0.5140971078012775,0.9053251921818843,0.9710248616351317,0.9535180828626953
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0011567467569914074,0.003952781000177994,0.013839642255488172,0.05297111341944176,0.18415105718150568,0.5140971078012775,0.9053251921818843,0.9710248616351317,0.9535180828626953
2021-01-05,0.0,0.0,0.0,6.148588092382675e-05,0.0009913232826793859,0.004457418050477355,0.002901873228138444,0.009114000980672445,0.011363416265960965,0.033029438990189404,0.11506607121641745,0.2713796972442409,0.4271800479235561,0.36518200578099497,0.484811268733963
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00024549104797863167,0.0016089459327859243,0.007716946522549336,0.032829684217470526,0.1447474951847886,0.4494013435561273,0.8318856339408409,0.8185102919423389,0.7185103122309919
2021-01-07,0.0,0.0,0.0,0.0,0.0,3.298967068454273e-05,0.0008973675889774621,0.002627396868467693,0.009592197797565517,0.03494711266011432,0.1596121576365108,0.5141148251300625,0.894879175619165,0.8688900100793806,0.7932259677989828
2021-01-08,0.0,0.0,0.0,0.0,0.001122607843184683,0.0007511386838634766,0.001932562307997228,0.004592419331267233,0.01139941778096993,0.035529597070818264,0.1489835586158415,0.49831349430021116,0.8709694077175214,0.7334838860485424,0.6544104888546418
2021-01-09,0.0,0.0,0.0,0.0,0.0,7.661501419679463e-07,0.0011388309145219596,0.004836587512332397,0.010698789818027497,0.02824811496438143,0.1432381271905228,0.4948449546512364,0.8714344363170358,0.7334838860485424,0.6544104888546418
2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0003243371568860492,0.0016743348751775957,0.005183402024401185,0.020462390715377542,0.11291681729819451,0.44796677103451277,0.8806630765910336,0.7699556961557297,0.7384691000192646
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.00021111052761092641,0.0009255049949806456,0.005800704704423721,0.025122957385226605,0.131678827953435,0.45576300884353305,0.8133803705769564,0.7781733190043333,0.577066481016249
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.00013174798480419242,0.0025451974905310528,0.006621693442002538,0.023349459126551134,0.1264573354565851,0.4320603750748547,0.7380928128557978,0.7423571565179043,0.7763913930519921
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0003122925850222923,0.0014461119838931626,0.0052450721701690975,0.01963201425832761,0.11293155520083933,0.4400043537069218,0.8083642553908015,0.6510402927019194,0.5833838233020182
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0001800727157367704,0.0013447795429140507,0.0047770897282363315,0.01825828519807279,0.11649886424618822,0.4535641289293176,0.7885529008423932,0.7363317622550279,0.6914909684716654
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048189068786319713,0.0032339970277305754,0.01557888800700549,0.0924709680896067,0.40452278370690786,0.80441355738732,0.6842237923477369,0.749432233639833
2021-01-16,0.0,0.0,0.0,0.0,0.0,0.00023661215946049874,0.0006028071705340414,0.001452840910226903,0.0035448228008391758,0.01338204089606684,0.11112892513467029,0.44399885605821193,0.799126354910253,0.8123289631125272,0.7308538195153584
2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004711242692821367,0.0030648020258583443,0.010966196750256799,0.08711521196548543,0.38143244298109696,0.8416818196412894,0.7538165549003522,0.7252649724743641
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.00012377082863967631,0.0009132786236154207,0.004210781557888362,0.01658277901235876,0.09727551562781726,0.44175764956954666,0.8225159699767168,0.8117715364813597,0.7719447597887046
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,5.092937069986027e-05,0.0008309634272418587,0.0032869834968298813,0.008284298327114206,0.07671449613373868,0.37033743141442305,0.8260055603548746,0.6244867320379609,0.6321495811066613
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.000323050752206311,0.001049522901309516,0.002962319621721076,0.011768472526229963,0.08981844887112547,0.38009703507202125,0.768730910258082,0.6143786556973765,0.6508981510136395
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0004848921538735192,0.0007969227508103681,0.0024803024398645426,0.004460850426530198,0.009814234831929931,0.09256541416817252,0.40202392319669433,0.7524971794115782,0.6709577757210319,0.6918196708190676
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003270423036940008,0.001824699333588834,0.008321285601063143,0.07082515589176597,0.33896282438654923,0.7162234859313888,0.7235824628304245,0.5940333289753665
2021-01-23,0.0,0.0,0.0,0.0,0.0,0.00046536028443078335,0.0007500306230258525,0.0012408435288838867,0.0034706524232374653,0.00897883902517993,0.07677967281604832,0.3971629140353538,0.739122580862502,0.6800659454847132,0.5779600749128089
2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003067753106703104,0.001677277878463201,0.005491149463918952,0.056892332176242566,0.3320743388702356,0.7510823922274463,0.7027142977436409,0.6926776755577194
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0007770214076957378,0.0021790545118690074,0.0010874720482402568,0.003351437898543848,0.005019207859232684,0.010906417959646132,0.07541447785849667,0.13798019430108943,0.09756216780879914,0.05846951246388165
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,4.728801108181985e-05,0.00023792885540959693,0.0004651625145509216,0.0021014505950777643,0.029511722110957078,0.18747998517917872,0.538744505707467,0.4382441951116819,0.4162471192321042
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.00030535521595262643,0.00086201889137133,0.002201080270830749,0.007228283336251929,0.061757154846352365,0.3319661869869732,0.6971630220278768,0.3997806070172711,0.4412180793815621
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.00030535521595262643,0.00086201889137133,0.003043371245771972,0.015803699757414958,0.06299760768318924,0.3319661869869732,0.6971630220278768,0.3997806070172711,0.4412180793815621
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,4.728801108181985e-05,0.0002821708117579306,0.012201398397542558,0.017825436111339237,0.030926549026564127,0.18747998517917872,0.538744505707467,0.4382441951116819,0.4162471192321042
2021-01-30,0.0,0.0,0.0,0.0,0.0,9.199647359929108e-05,0.000588944838062687,0.008006544276050784,0.03344459981140066,0.024611536116751983,0.06177977074671622,0.3319661869869732,0.6971630220278768,0.3997806070172711,0.4412180793815621
2021-01-31,0.0,0.003745022395790637,0.0016207492585015846,0.003740872874142672,0.007378203755665348,0.010870700946205115,0.017101089386527213,0.16117613119914637,0.228271855416607,0.11205966807053215,0.08962129945692669,0.3540962412151372,0.6971630220278768,0.3997806070172711,0.4412180793815621
2021-02-01,0.0,0.014317664181701441,0.003563520008452708,0.006617378913464346,0.010730554004186705,0.014412859270872791,0.029116999607545463,0.25379198131018166,0.5740384266562586,0.42713785224828055,0.30681014240079396,0.5364510280713997,0.8057448733460734,0.4099117372176668,0.4412180793815621
2021-02-02,0.0,0.0,0.0,0.0,0.0003357328300761627,0.0014894747630724238,0.014606414073103771,0.14118774794708874,0.7565078201470543,0.919501721370358,0.8492501616298042,0.8803952262524819,0.9491416286604369,0.5855357051859028,0.7678226861631554
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0004322700571416334,0.002936574871358411,0.02859806737489676,0.5546780150208261,1.0208169366970283,1.0407892709680377,1.0055418018181808,1.0537515295717677,1.0291192437609482,1.0233316816003295
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.001459986571441435,0.009232636548792006,0.026447441174459903,0.125602092570612,0.58178071402974,0.9181150958955065,1.029426915466883,1.0338811363611895,1.0158376976126966,1.0318635960323281
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003133518235408039,0.0022685563730447033,0.011779220278034234,0.2207206311484051,0.8143057999175698,1.0717326676619452,1.1314284756752042,1.1174475694752188,1.1137230333397552
2021-02-06,0.0,0.0,0.0,0.0,0.0,0.002771183556483386,0.006970667848893231,0.01264512768049198,0.019462312267778618,0.06541705404068263,0.3568889675612531,0.8370285580296093,1.0571813404732846,1.0850463491428226,1.0770362023160032
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,9.336029705623298e-05,0.0010095942514413462,0.003995233734519412,0.023284444496298427,0.15998456408956732,0.5743492168664032,0.9104030548468617,1.0041539875959133,1.0663838436080846
2021-02-08,0.0,0.0,0.0,0.0,0.0,5.874594345592916e-05,0.0006079139695078755,0.002084955082974495,0.0056248888363254765,0.019032098162684676,0.1478628197485453,0.6229195994655552,1.0415470701015823,1.0812878863712556,1.0654290643381754
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003084674200056657,0.0011912473767715108,0.008902215180454292,0.11358843972351716,0.5793574954442964,1.0536294520006109,1.052951993880677,1.0276780142613338
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.00022816031745221587,0.0009260037790337681,0.002089772086279674,0.007874640853497,0.09391170000222196,0.554986461227958,1.0409058077515734,1.0646292760839229,1.024857817901156
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012715828289429015,0.0006996029817456818,0.005599619620184399,0.05827779660299684,0.42105510248151357,0.846493305346926,0.8684332107793782,0.9376049900897001
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0002601566259857622,0.00038494050789526617,0.0009225059690545061,0.0024482231160036336,0.008253126239265381,0.06892675658297005,0.42831136421393157,0.8686445502035892,0.8586140541675287,0.7695802809061008
2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.00027745990210984047,0.000870778512301717,0.0064470538835603945,0.007712522082849284,0.054217188895868164,0.3932549302179406,0.9224893861778535,0.9516925204465012,0.8976608795496619
2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.00015642233192041748,0.0005416643818534144,0.000903060605265197,0.004012201270378022,0.05410504775184663,0.3887980671716313,0.921884882261891,0.9516925204465012,0.8976608795496619
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0015521817406504575,0.0012673481867473647,0.0017441992963709335,0.0035824103211780645,0.009344206437286008,0.0736353260999505,0.32047963113816724,0.6577045251761723,0.7623445760208538,0.7534504817527918
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,2.4980517908313998e-05,0.00041367653792154485,0.0008515713104595577,0.0036500757439648685,0.044051101220722456,0.33687652140704694,0.8686349589546363,0.8914866042694523,0.8655397301273002
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.781725896262457e-05,0.0007859176039510232,0.004325124317165933,0.05792952485805915,0.3663648899820328,0.8209523481817992,0.8476123909353346,0.7200622525105645
